cell_type,sdan_weight,program,factor,n_sdan_genes,n_spectra_genes,n_genes_overlap,n_program_genes_total,n_program_genes_overlap,auroc,average_precision,n_active_genes,n_internal_edges,avg_degree,connectivity_quantile,test_group_auroc,individual_level_auroc
cd4_BL,2.0,SDAN_24,Spectra_15,2000,2966,952,19,8,0.7253707627118644,0.019322817468334173,19,4,0.42105263157894735,0.523,0.3164193292482766,0.26785714285714285
cd4_BL,2.0,SDAN_9,Spectra_38,2000,2966,952,20,7,0.7253212396069539,0.018046970237948927,20,0,0.0,0.0,0.487620325284799,0.5773809523809523
cd4_BL,2.0,SDAN_14,Spectra_14,2000,2966,952,21,19,0.7199187679810458,0.09959487245820466,21,10,0.9523809523809523,0.871,0.3961465894031684,0.38690476190476186
cd4_BL,2.0,SDAN_5,Spectra_14,2000,2966,952,21,15,0.7164710067591604,0.05865255223799048,21,4,0.38095238095238093,0.447,0.4041030487302417,0.22916666666666666
cd4_BL,2.0,SDAN_21,Spectra_37,2000,2966,952,19,8,0.7162341101694916,0.038846107476457704,19,6,0.631578947368421,0.718,0.46406012118731416,0.49404761904761907
cd4_BL,2.0,SDAN_32,Spectra_16,2000,2966,952,19,12,0.7051418439716313,0.021113855377576242,19,10,1.0526315789473684,0.908,0.4210832374209567,0.4553571428571429
cd4_BL,2.0,SDAN_26,Spectra_14,2000,2966,952,22,14,0.7037770332013402,0.034121608368927324,22,8,0.7272727272727273,0.731,0.42802985171406227,0.34226190476190477
cd4_BL,2.0,SDAN_18,Spectra_28,2000,2966,952,20,5,0.6937697993664202,0.015007929862282362,20,14,1.4,0.964,0.5472332783188046,0.6398809523809523
cd4_BL,2.0,SDAN_0,Spectra_3,2000,2966,952,21,9,0.6850477200424179,0.015324321826655614,21,2,0.19047619047619047,0.219,0.5082917473816597,0.5833333333333333
cd4_BL,2.0,SDAN_4,Spectra_8,2000,2966,952,19,17,0.6836741113557723,0.040653740397705154,19,8,0.8421052631578947,0.851,0.42169263139657875,0.38988095238095244
cd4_BL,2.0,SDAN_27,Spectra_23,2000,2966,952,21,7,0.6832955404383976,0.06463179516877003,21,6,0.5714285714285714,0.635,0.4798149152864065,0.5654761904761905
cd4_BL,2.0,SDAN_2,Spectra_14,2000,2966,952,21,17,0.677194086190626,0.03856011008987712,21,4,0.38095238095238093,0.466,0.41240785319732687,0.38095238095238093
cd4_BL,2.0,SDAN_35,Spectra_14,2000,2966,952,22,18,0.6757078277420889,0.10156140611548511,22,2,0.18181818181818182,0.186,0.40890524042936327,0.28869047619047616
cd4_BL,2.0,SDAN_1,Spectra_3,2000,2966,952,20,19,0.6741693461950696,0.03384434951582815,20,6,0.6,0.684,0.3653527093220076,0.25
cd4_BL,2.0,SDAN_7,Spectra_14,2000,2966,952,20,14,0.6688242461163569,0.0220831725525892,20,2,0.2,0.246,0.3931094851599237,0.30952380952380953
cd4_BL,2.0,SDAN_31,Spectra_14,2000,2966,952,21,18,0.6666666666666666,0.03033121734930079,21,0,0.0,0.0,0.39267102797804554,0.34226190476190477
cd4_BL,2.0,SDAN_8,Spectra_17,2000,2966,952,18,10,0.6535031847133759,0.024275436069255866,18,22,2.4444444444444446,0.997,0.4828932086607526,0.5357142857142857
cd4_BL,2.0,SDAN_6,Spectra_37,2000,2966,952,20,5,0.6004223864836326,0.007905255840041035,20,4,0.4,0.455,0.5093775877767106,0.6339285714285714
cd4_BL,2.0,SDAN_39,Spectra_14,2000,2966,952,20,7,0.5977324263038548,0.009909720474363563,20,4,0.4,0.485,0.48523239416879765,0.5267857142857143
cd8_BL,2.0,SDAN_8,Spectra_15,1649,2966,881,19,5,0.8965753424657534,0.03250680770842061,19,10,1.0526315789473684,0.872,0.5200146592696349,0.6755952380952381
cd8_BL,2.0,SDAN_35,Spectra_3,1649,2966,881,18,18,0.87034891206386,0.1245492321151353,18,0,0.0,0.0,0.3099665493148288,0.12797619047619047
cd8_BL,2.0,SDAN_13,Spectra_27,1649,2966,881,17,4,0.8460661345496009,0.018398209549071617,17,12,1.411764705882353,0.949,0.5378959245762498,0.6785714285714286
cd8_BL,2.0,SDAN_31,Spectra_15,1649,2966,881,18,4,0.8443557582668187,0.017347386912604304,18,12,1.3333333333333333,0.93,0.5094303945724544,0.6755952380952381
cd8_BL,2.0,SDAN_12,Spectra_3,1649,2966,881,18,12,0.8304564633678557,0.040160563789682094,18,0,0.0,0.0,0.4395107539252587,0.40178571428571425
cd8_BL,2.0,SDAN_7,Spectra_14,1649,2966,881,18,11,0.8205851619644723,0.03726490353276449,18,4,0.4444444444444444,0.491,0.49884727020655634,0.49702380952380953
cd8_BL,2.0,SDAN_9,Spectra_39,1649,2966,881,17,4,0.8132839224629418,0.07522873842983281,17,6,0.7058823529411765,0.734,0.5353085336297586,0.6369047619047619
cd8_BL,2.0,SDAN_17,Spectra_37,1649,2966,881,17,6,0.796,0.023555911763803616,17,14,1.6470588235294117,0.974,0.5143475652620924,0.6547619047619048
cd8_BL,2.0,SDAN_16,Spectra_39,1649,2966,881,18,1,0.7920454545454545,0.005434782608695652,18,0,0.0,0.0,0.5577668606377089,0.6934523809523809
cd8_BL,2.0,SDAN_21,Spectra_15,1649,2966,881,18,9,0.7892456676860347,0.07140044326491636,18,4,0.4444444444444444,0.517,0.48772514234340736,0.6458333333333334
cd8_BL,2.0,SDAN_25,Spectra_8,1649,2966,881,18,6,0.7819047619047619,0.019138282061802202,18,6,0.6666666666666666,0.697,0.603380381466938,0.7232142857142858
cd8_BL,2.0,SDAN_28,Spectra_33,1649,2966,881,18,8,0.7677548682703321,0.026747849869350464,18,6,0.6666666666666666,0.7,0.4474630925560459,0.5267857142857143
cd8_BL,2.0,SDAN_34,Spectra_14,1649,2966,881,18,14,0.7633877080243862,0.07888820115265471,18,8,0.8888888888888888,0.809,0.4841259043500902,0.34226190476190477
cd8_BL,2.0,SDAN_38,Spectra_3,1649,2966,881,17,12,0.7624664365170695,0.03501822877724494,17,8,0.9411764705882353,0.857,0.4442805523466172,0.2678571428571428
cd8_BL,2.0,SDAN_10,Spectra_1,1649,2966,881,18,15,0.7621247113163973,0.054825502297978744,18,4,0.4444444444444444,0.516,0.3471531463668278,0.15178571428571427
cd8_BL,2.0,SDAN_22,Spectra_14,1649,2966,881,19,11,0.7614420062695925,0.032893934008074034,19,16,1.6842105263157894,0.972,0.448496232697909,0.4166666666666667
cd8_BL,2.0,SDAN_11,Spectra_39,1649,2966,881,18,11,0.7556948798328109,0.03184296999890769,18,10,1.1111111111111112,0.902,0.48611428964057957,0.625
cd8_BL,2.0,SDAN_2,Spectra_14,1649,2966,881,18,14,0.7488054045147471,0.07650909222365006,18,10,1.1111111111111112,0.899,0.4321659008685551,0.28273809523809523
cd8_BL,2.0,SDAN_1,Spectra_33,1649,2966,881,18,8,0.7474226804123711,0.022874841182254916,18,22,2.4444444444444446,0.998,0.4730963299204808,0.45535714285714285
cd8_BL,2.0,SDAN_0,Spectra_15,1649,2966,881,19,8,0.745418098510882,0.025313330656683796,19,6,0.631578947368421,0.661,0.5096620684224479,0.6071428571428572
cd8_BL,2.0,SDAN_6,Spectra_37,1649,2966,881,18,9,0.7417176350662589,0.14589108659648745,18,2,0.2222222222222222,0.252,0.4853982859950027,0.6041666666666666
cd8_BL,2.0,SDAN_4,Spectra_14,1649,2966,881,18,5,0.734703196347032,0.02489581604234085,18,0,0.0,0.0,0.5746457747470859,0.5386904761904762
cd8_BL,2.0,SDAN_20,Spectra_14,1649,2966,881,19,7,0.7209872507355345,0.020066503568186435,19,0,0.0,0.0,0.4342854864564098,0.44642857142857145
cd8_BL,2.0,SDAN_15,Spectra_3,1649,2966,881,19,14,0.7185697808535179,0.045109903347073155,19,4,0.42105263157894735,0.463,0.3608979325130385,0.14583333333333334
cd8_BL,2.0,SDAN_24,Spectra_3,1649,2966,881,17,8,0.7179266895761741,0.018476096375716122,17,4,0.47058823529411764,0.571,0.5339597497889247,0.6428571428571428
cd8_BL,2.0,SDAN_19,Spectra_4,1649,2966,881,19,11,0.7094043887147335,0.02454758381131035,19,18,1.894736842105263,0.98,0.4871971067597636,0.5327380952380952
cd8_BL,2.0,SDAN_36,Spectra_39,1649,2966,881,17,13,0.7084367245657568,0.02887130290893621,17,2,0.23529411764705882,0.281,0.5192172567037898,0.5297619047619048
cd8_BL,2.0,SDAN_14,Spectra_38,1649,2966,881,17,10,0.6826636050516647,0.027146818885148912,17,12,1.411764705882353,0.949,0.4616363115317058,0.5654761904761905
cd8_BL,2.0,SDAN_26,Spectra_14,1649,2966,881,18,11,0.6812957157784744,0.06790256990921216,18,8,0.8888888888888888,0.842,0.4272376171322376,0.23809523809523808
cd8_BL,2.0,SDAN_30,Spectra_3,1649,2966,881,18,18,0.6760010299987125,0.08992402694865291,18,0,0.0,0.0,0.3352932034306638,0.15773809523809523
cd8_BL,2.0,SDAN_29,Spectra_3,1649,2966,881,19,9,0.6608053007135576,0.01607900956444424,19,0,0.0,0.0,0.46264873911082105,0.4642857142857143
cd8_BL,2.0,SDAN_23,Spectra_14,1649,2966,881,18,10,0.6456946039035592,0.020945904476886823,18,0,0.0,0.0,0.40401526816507305,0.22916666666666666
cd8_BL,2.0,SDAN_33,Spectra_39,1649,2966,881,18,7,0.6363190585158549,0.01285589081138459,18,14,1.5555555555555556,0.956,0.4165851191577771,0.45833333333333326
cd8_BL,2.0,SDAN_32,Spectra_36,1649,2966,881,16,13,0.6337291740517547,0.02650270444305999,16,10,1.25,0.923,0.3670321062138559,0.24702380952380953
cd8_BL,2.0,SDAN_37,Spectra_14,1649,2966,881,17,13,0.630007089684509,0.03181801004806235,17,0,0.0,0.0,0.40906625154737775,0.15476190476190477
cd8_BL,2.0,SDAN_27,Spectra_33,1649,2966,881,17,10,0.6236509758897819,0.12154886824232344,17,14,1.6470588235294117,0.976,0.4487285285467838,0.30654761904761907
cd8_BL,2.0,SDAN_3,Spectra_2,1649,2966,881,18,12,0.619198312236287,0.020627511894665173,18,2,0.2222222222222222,0.273,0.39402660886334306,0.244047619047619
cd8_BL,2.0,SDAN_5,Spectra_38,1649,2966,881,17,14,0.6178118306145988,0.05836925537601229,17,2,0.23529411764705882,0.286,0.31721594627654676,0.20535714285714285
cd8_BL,2.0,SDAN_18,Spectra_23,1649,2966,881,18,12,0.614403528960491,0.018272165459897002,18,4,0.4444444444444444,0.505,0.39412310162313097,0.21726190476190474
cd8_BL,2.0,SDAN_39,Spectra_14,1649,2966,881,17,4,0.5732611174458381,0.040150100683546186,17,2,0.23529411764705882,0.298,0.6862439639673561,0.6904761904761905
