gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts
ENSG00000004866,False,ST7,NCBITaxon:9606,gene,5019,0.175425,87.4525,7017.0
ENSG00000004897,False,CDC27,NCBITaxon:9606,gene,20242,0.984,49.395,39360.0
ENSG00000004939,False,SLC4A1,NCBITaxon:9606,gene,210,0.006875,99.47500000000001,275.0
ENSG00000004948,False,CALCR,NCBITaxon:9606,gene,1119,0.062925,97.2025,2517.0
ENSG00000004961,False,HCCS,NCBITaxon:9606,gene,1092,0.02935,97.27,1174.0
ENSG00000004975,False,DVL2,NCBITaxon:9606,gene,2125,0.056925,94.6875,2277.0
ENSG00000005001,False,PRSS22,NCBITaxon:9606,gene,4,1e-04,99.99,4.0
ENSG00000005007,False,UPF1,NCBITaxon:9606,gene,8781,0.2758,78.0475,11032.0
ENSG00000005020,False,SKAP2,NCBITaxon:9606,gene,34211,4.857625,14.4725,194305.0
ENSG00000005022,False,SLC25A5,NCBITaxon:9606,gene,2453,0.06945,93.8675,2778.0
ENSG00000005059,False,MCUB,NCBITaxon:9606,gene,7528,0.36905,81.17999999999999,14762.0
ENSG00000005073,False,HOXA11,NCBITaxon:9606,gene,0,0.0,100.0,0.0
ENSG00000005075,False,POLR2J,NCBITaxon:9606,gene,1778,0.04825,95.555,1930.0
ENSG00000005100,False,DHX33,NCBITaxon:9606,gene,3388,0.100525,91.53,4021.0
ENSG00000005102,False,MEOX1,NCBITaxon:9606,gene,77,0.00195,99.8075,78.0
ENSG00000005108,False,THSD7A,NCBITaxon:9606,gene,3500,0.135225,91.25,5409.0
ENSG00000005156,False,LIG3,NCBITaxon:9606,gene,2394,0.06605,94.015,2642.0
ENSG00000005175,False,RPAP3,NCBITaxon:9606,gene,7309,0.244425,81.72749999999999,9777.0
ENSG00000005187,False,ACSM3,NCBITaxon:9606,gene,719,0.0204,98.2025,816.0
ENSG00000005189,False,REXO5,NCBITaxon:9606,gene,589,0.018725,98.5275,749.0
ENSG00000005194,False,CIAPIN1,NCBITaxon:9606,gene,3343,0.098325,91.6425,3933.0
ENSG00000005206,False,SPPL2B,NCBITaxon:9606,gene,4000,0.11135,90.0,4454.0
ENSG00000005238,False,FAM214B,NCBITaxon:9606,gene,3490,0.097175,91.27499999999999,3887.0
ENSG00000005243,False,COPZ2,NCBITaxon:9606,gene,489,0.013525,98.77749999999999,541.0
ENSG00000005249,False,PRKAR2B,NCBITaxon:9606,gene,3885,0.1167,90.2875,4668.0
ENSG00000005302,False,MSL3,NCBITaxon:9606,gene,7552,0.23515,81.12,9406.0
ENSG00000005339,False,CREBBP,NCBITaxon:9606,gene,27084,1.6767,32.29,67068.0
ENSG00000005379,False,TSPOAP1,NCBITaxon:9606,gene,2220,0.06,94.45,2400.0
ENSG00000005381,False,MPO,NCBITaxon:9606,gene,40,0.00125,99.9,50.0
ENSG00000005421,False,PON1,NCBITaxon:9606,gene,31,0.0008,99.9225,32.0
ENSG00000005436,False,GCFC2,NCBITaxon:9606,gene,7699,0.287075,80.7525,11483.0
ENSG00000005448,False,WDR54,NCBITaxon:9606,gene,456,0.012025,98.86,481.0
ENSG00000005469,False,CROT,NCBITaxon:9606,gene,4169,0.1456,89.5775,5824.0
ENSG00000005471,False,ABCB4,NCBITaxon:9606,gene,2676,0.097725,93.31,3909.0
ENSG00000005483,False,KMT2E,NCBITaxon:9606,gene,30220,2.18455,24.450000000000006,87382.0
ENSG00000005486,False,RHBDD2,NCBITaxon:9606,gene,3113,0.0852,92.2175,3408.0
ENSG00000005513,False,SOX8,NCBITaxon:9606,gene,400,0.01055,99.0,422.0
ENSG00000005700,False,IBTK,NCBITaxon:9606,gene,19713,0.976925,50.717499999999994,39077.0
ENSG00000005801,False,ZNF195,NCBITaxon:9606,gene,7580,0.25355,81.05,10142.0
ENSG00000005810,False,MYCBP2,NCBITaxon:9606,gene,36111,4.70965,9.7225,188386.0
ENSG00000005812,False,FBXL3,NCBITaxon:9606,gene,7847,0.25475,80.38250000000001,10190.0
ENSG00000005844,False,ITGAL,NCBITaxon:9606,gene,10597,0.422025,73.5075,16881.0
ENSG00000005882,False,PDK2,NCBITaxon:9606,gene,1162,0.030675,97.095,1227.0
ENSG00000005884,False,ITGA3,NCBITaxon:9606,gene,1174,0.032575,97.065,1303.0
ENSG00000005889,False,ZFX,NCBITaxon:9606,gene,17381,0.805725,56.54749999999999,32229.0
ENSG00000005893,False,LAMP2,NCBITaxon:9606,gene,13046,0.5002,67.385,20008.0
ENSG00000005961,False,ITGA2B,NCBITaxon:9606,gene,441,0.01145,98.89750000000001,458.0
ENSG00000005981,False,ASB4,NCBITaxon:9606,gene,32,0.0008,99.92,32.0
ENSG00000006007,False,GDE1,NCBITaxon:9606,gene,3514,0.105275,91.215,4211.0
ENSG00000006015,False,REX1BD,NCBITaxon:9606,gene,5779,0.16605,85.5525,6642.0
ENSG00000006016,False,CRLF1,NCBITaxon:9606,gene,661,0.018925,98.3475,757.0
ENSG00000006025,False,OSBPL7,NCBITaxon:9606,gene,2453,0.0672,93.8675,2688.0
ENSG00000006042,False,TMEM98,NCBITaxon:9606,gene,280,0.00835,99.3,334.0
ENSG00000006047,False,YBX2,NCBITaxon:9606,gene,34,0.00085,99.91499999999999,34.0
ENSG00000006059,False,KRT33A,NCBITaxon:9606,gene,0,0.0,100.0,0.0
ENSG00000006062,False,MAP3K14,NCBITaxon:9606,gene,15793,0.662525,60.5175,26501.0
ENSG00000006071,False,ABCC8,NCBITaxon:9606,gene,1307,0.035225,96.7325,1409.0
ENSG00000006116,False,CACNG3,NCBITaxon:9606,gene,3199,0.092625,92.0025,3705.0
ENSG00000006118,False,TMEM132A,NCBITaxon:9606,gene,932,0.024325,97.67,973.0
ENSG00000006125,False,AP2B1,NCBITaxon:9606,gene,19359,0.86505,51.60249999999999,34602.0
ENSG00000006128,False,TAC1,NCBITaxon:9606,gene,212,0.005625,99.47,225.0
ENSG00000006194,False,ZNF263,NCBITaxon:9606,gene,7105,0.235875,82.2375,9435.0
ENSG00000006210,False,CX3CL1,NCBITaxon:9606,gene,941,0.0253,97.6475,1012.0
ENSG00000006282,False,SPATA20,NCBITaxon:9606,gene,2470,0.0659,93.825,2636.0
ENSG00000006283,False,CACNA1G,NCBITaxon:9606,gene,502,0.013,98.745,520.0
ENSG00000006327,False,TNFRSF12A,NCBITaxon:9606,gene,1235,0.03295,96.9125,1318.0
ENSG00000006377,False,DLX6,NCBITaxon:9606,gene,52,0.00135,99.87,54.0
ENSG00000006432,False,MAP3K9,NCBITaxon:9606,gene,3807,0.12955,90.4825,5182.0
ENSG00000006451,False,RALA,NCBITaxon:9606,gene,8220,0.35505,79.45,14202.0
ENSG00000006453,False,BAIAP2L1,NCBITaxon:9606,gene,840,0.02265,97.89999999999999,906.0
ENSG00000006459,False,KDM7A,NCBITaxon:9606,gene,17144,0.851225,57.14,34049.0
ENSG00000006468,False,ETV1,NCBITaxon:9606,gene,1620,0.055275,95.95,2211.0
ENSG00000006530,False,AGK,NCBITaxon:9606,gene,9029,0.35385,77.42750000000001,14154.0
ENSG00000006534,False,ALDH3B1,NCBITaxon:9606,gene,2639,0.073375,93.4025,2935.0
ENSG00000006555,False,TTC22,NCBITaxon:9606,gene,64,0.00185,99.83999999999999,74.0
ENSG00000006576,False,PHTF2,NCBITaxon:9606,gene,16283,0.786325,59.29249999999999,31453.0
ENSG00000006606,False,CCL26,NCBITaxon:9606,gene,25,0.000625,99.9375,25.0
ENSG00000006607,False,FARP2,NCBITaxon:9606,gene,13132,0.5526,67.17,22104.0
ENSG00000006611,False,USH1C,NCBITaxon:9606,gene,76,0.00195,99.81,78.0
ENSG00000006625,False,GGCT,NCBITaxon:9606,gene,3587,0.1068,91.0325,4272.0
ENSG00000006634,False,DBF4,NCBITaxon:9606,gene,2684,0.0878,93.28999999999999,3512.0
ENSG00000006638,False,TBXA2R,NCBITaxon:9606,gene,394,0.01065,99.015,426.0
ENSG00000006652,False,IFRD1,NCBITaxon:9606,gene,10397,0.407725,74.00750000000001,16309.0
ENSG00000006659,False,LGALS14,NCBITaxon:9606,gene,0,0.0,100.0,0.0
ENSG00000006695,False,COX10,NCBITaxon:9606,gene,9449,0.395575,76.3775,15823.0
ENSG00000006704,False,GTF2IRD1,NCBITaxon:9606,gene,9151,0.3698,77.1225,14792.0
ENSG00000006712,False,PAF1,NCBITaxon:9606,gene,1182,0.0314,97.045,1256.0
ENSG00000006715,False,VPS41,NCBITaxon:9606,gene,21312,1.11625,46.71999999999999,44650.0
ENSG00000006740,False,ARHGAP44,NCBITaxon:9606,gene,3858,0.116225,90.35499999999999,4649.0
ENSG00000006744,False,ELAC2,NCBITaxon:9606,gene,3866,0.10955,90.335,4382.0
ENSG00000006747,False,SCIN,NCBITaxon:9606,gene,23447,2.1842,41.3825,87368.0
ENSG00000006756,False,ARSD,NCBITaxon:9606,gene,2464,0.0713,93.84,2852.0
ENSG00000006757,False,PNPLA4,NCBITaxon:9606,gene,1058,0.031675,97.355,1267.0
ENSG00000006788,False,MYH13,NCBITaxon:9606,gene,149,0.003775,99.6275,151.0
ENSG00000006831,False,ADIPOR2,NCBITaxon:9606,gene,14690,0.68055,63.27499999999999,27222.0
ENSG00000006837,False,CDKL3,NCBITaxon:9606,gene,5600,0.199225,86.0,7969.0
ENSG00000007001,False,UPP2,NCBITaxon:9606,gene,3085,0.096975,92.2875,3879.0
ENSG00000007038,False,PRSS21,NCBITaxon:9606,gene,119,0.00315,99.7025,126.0
ENSG00000007047,False,MARK4,NCBITaxon:9606,gene,7551,0.26715,81.1225,10686.0
ENSG00000007062,False,PROM1,NCBITaxon:9606,gene,166,0.00545,99.58500000000001,218.0
ENSG00000007080,False,CCDC124,NCBITaxon:9606,gene,1615,0.04295,95.96249999999999,1718.0
ENSG00000007129,False,CEACAM21,NCBITaxon:9606,gene,7807,0.3009,80.4825,12036.0
ENSG00000007168,False,PAFAH1B1,NCBITaxon:9606,gene,28789,1.855525,28.027500000000003,74221.0
ENSG00000007171,False,NOS2,NCBITaxon:9606,gene,117,0.00295,99.70750000000001,118.0
ENSG00000007174,False,DNAH9,NCBITaxon:9606,gene,1392,0.05335,96.52000000000001,2134.0
ENSG00000007202,False,KIAA0100,NCBITaxon:9606,gene,12076,0.427825,69.80999999999999,17113.0
ENSG00000007216,False,SLC13A2,NCBITaxon:9606,gene,35,0.000875,99.91250000000001,35.0
ENSG00000007237,False,GAS7,NCBITaxon:9606,gene,19940,1.474225,50.150000000000006,58969.0
ENSG00000007255,False,TRAPPC6A,NCBITaxon:9606,gene,1722,0.0467,95.695,1868.0
ENSG00000007264,False,MATK,NCBITaxon:9606,gene,1679,0.047275,95.8025,1891.0
ENSG00000007306,False,CEACAM7,NCBITaxon:9606,gene,13,0.000325,99.9675,13.0
ENSG00000007312,False,CD79B,NCBITaxon:9606,gene,180,0.005275,99.55000000000001,211.0
ENSG00000007314,False,SCN4A,NCBITaxon:9606,gene,46,0.00115,99.885,46.0
ENSG00000007341,False,ST7L,NCBITaxon:9606,gene,11035,0.437125,72.41250000000001,17485.0
ENSG00000007350,False,TKTL1,NCBITaxon:9606,gene,149,0.0044,99.6275,176.0
ENSG00000007372,False,PAX6,NCBITaxon:9606,gene,250,0.00715,99.375,286.0
ENSG00000007376,False,RPUSD1,NCBITaxon:9606,gene,712,0.018475,98.22,739.0
ENSG00000007384,False,RHBDF1,NCBITaxon:9606,gene,69,0.0018,99.8275,72.0
ENSG00000007392,False,LUC7L,NCBITaxon:9606,gene,16891,0.664,57.77250000000001,26560.0
ENSG00000007402,False,CACNA2D2,NCBITaxon:9606,gene,609,0.016425,98.47749999999999,657.0
ENSG00000007516,False,BAIAP3,NCBITaxon:9606,gene,1888,0.051375,95.28,2055.0
ENSG00000007520,False,TSR3,NCBITaxon:9606,gene,1117,0.029425,97.2075,1177.0
ENSG00000007541,False,PIGQ,NCBITaxon:9606,gene,2577,0.069125,93.5575,2765.0
ENSG00000007545,False,CRAMP1,NCBITaxon:9606,gene,8336,0.274825,79.16,10993.0
ENSG00000007866,False,TEAD3,NCBITaxon:9606,gene,71,0.001875,99.8225,75.0
ENSG00000007908,False,SELE,NCBITaxon:9606,gene,20,0.0005,99.95,20.0
ENSG00000007923,False,DNAJC11,NCBITaxon:9606,gene,9427,0.321975,76.4325,12879.0
ENSG00000007933,False,FMO3,NCBITaxon:9606,gene,11,0.000275,99.9725,11.0
ENSG00000007944,False,MYLIP,NCBITaxon:9606,gene,4639,0.150725,88.4025,6029.0
ENSG00000007952,False,NOX1,NCBITaxon:9606,gene,70,0.001775,99.825,71.0
ENSG00000007968,False,E2F2,NCBITaxon:9606,gene,157,0.005625,99.6075,225.0
ENSG00000008018,False,PSMB1,NCBITaxon:9606,gene,6839,0.2093,82.9025,8372.0
ENSG00000008056,False,SYN1,NCBITaxon:9606,gene,3436,0.09555,91.41,3822.0
ENSG00000008083,False,JARID2,NCBITaxon:9606,gene,23594,1.684175,41.015,67367.0
ENSG00000008086,False,CDKL5,NCBITaxon:9606,gene,10031,0.39805,74.9225,15922.0
ENSG00000008118,False,CAMK1G,NCBITaxon:9606,gene,677,0.017625,98.3075,705.0
ENSG00000008128,False,CDK11A,NCBITaxon:9606,gene,4266,0.11925,89.335,4770.0
ENSG00000008130,False,NADK,NCBITaxon:9606,gene,5975,0.185625,85.0625,7425.0
ENSG00000008196,False,TFAP2B,NCBITaxon:9606,gene,0,0.0,100.0,0.0
ENSG00000008197,False,TFAP2D,NCBITaxon:9606,gene,17,0.000425,99.9575,17.0
ENSG00000008226,False,DLEC1,NCBITaxon:9606,gene,1593,0.051125,96.0175,2045.0
ENSG00000008256,False,CYTH3,NCBITaxon:9606,gene,14024,0.7079,64.94,28316.0
ENSG00000008277,False,ADAM22,NCBITaxon:9606,gene,6074,0.19575,84.815,7830.0
ENSG00000008282,False,SYPL1,NCBITaxon:9606,gene,4897,0.153925,87.7575,6157.0
ENSG00000008283,False,CYB561,NCBITaxon:9606,gene,2256,0.06375,94.36,2550.0
ENSG00000008294,False,SPAG9,NCBITaxon:9606,gene,21274,1.08995,46.815,43598.0
ENSG00000008300,False,CELSR3,NCBITaxon:9606,gene,823,0.021425,97.9425,857.0
ENSG00000008311,False,AASS,NCBITaxon:9606,gene,6791,0.248925,83.0225,9957.0
ENSG00000008323,False,PLEKHG6,NCBITaxon:9606,gene,362,0.009725,99.095,389.0
ENSG00000008324,False,SS18L2,NCBITaxon:9606,gene,1572,0.043725,96.07,1749.0
ENSG00000008382,False,MPND,NCBITaxon:9606,gene,969,0.0252,97.5775,1008.0
ENSG00000008394,False,MGST1,NCBITaxon:9606,gene,862,0.030025,97.845,1201.0
ENSG00000008405,False,CRY1,NCBITaxon:9606,gene,4860,0.198075,87.85000000000001,7923.0
ENSG00000008438,False,PGLYRP1,NCBITaxon:9606,gene,64,0.001625,99.83999999999999,65.0
ENSG00000008441,False,NFIX,NCBITaxon:9606,gene,5842,0.1893,85.395,7572.0
ENSG00000008513,False,ST3GAL1,NCBITaxon:9606,gene,18577,0.98295,53.557500000000005,39318.0
ENSG00000008516,False,MMP25,NCBITaxon:9606,gene,94,0.002425,99.765,97.0
ENSG00000008517,False,IL32,NCBITaxon:9606,gene,400,0.01785,99.0,714.0
ENSG00000008710,False,PKD1,NCBITaxon:9606,gene,9226,0.289375,76.935,11575.0
ENSG00000008735,False,MAPK8IP2,NCBITaxon:9606,gene,1758,0.046575,95.60499999999999,1863.0
ENSG00000008838,False,MED24,NCBITaxon:9606,gene,5129,0.14915,87.1775,5966.0
ENSG00000008853,False,RHOBTB2,NCBITaxon:9606,gene,3840,0.108875,90.4,4355.0
ENSG00000008869,False,HEATR5B,NCBITaxon:9606,gene,23918,1.3868,40.205,55472.0
ENSG00000008952,False,SEC62,NCBITaxon:9606,gene,13038,0.501,67.405,20040.0
ENSG00000008988,False,RPS20,NCBITaxon:9606,gene,10039,0.379475,74.9025,15179.0
ENSG00000009307,False,CSDE1,NCBITaxon:9606,gene,16765,0.69795,58.087500000000006,27918.0
ENSG00000009335,False,UBE3C,NCBITaxon:9606,gene,24648,1.396175,38.38,55847.0
ENSG00000009413,False,REV3L,NCBITaxon:9606,gene,21348,1.303225,46.63,52129.0
ENSG00000009694,False,TENM1,NCBITaxon:9606,gene,1987,0.060275,95.0325,2411.0
ENSG00000009709,False,PAX7,NCBITaxon:9606,gene,118,0.003,99.705,120.0
ENSG00000009724,False,MASP2,NCBITaxon:9606,gene,149,0.0038,99.6275,152.0
ENSG00000009765,False,IYD,NCBITaxon:9606,gene,45,0.00115,99.88749999999999,46.0
ENSG00000009780,False,FAM76A,NCBITaxon:9606,gene,3272,0.09695,91.82000000000001,3878.0
ENSG00000009790,False,TRAF3IP3,NCBITaxon:9606,gene,13696,0.57235,65.75999999999999,22894.0
ENSG00000009830,False,POMT2,NCBITaxon:9606,gene,2767,0.0832,93.0825,3328.0
ENSG00000009844,False,VTA1,NCBITaxon:9606,gene,10459,0.42095,73.85249999999999,16838.0
ENSG00000009950,False,MLXIPL,NCBITaxon:9606,gene,15405,0.60855,61.487500000000004,24342.0
ENSG00000009954,False,BAZ1B,NCBITaxon:9606,gene,15633,0.626775,60.917500000000004,25071.0
ENSG00000010017,False,RANBP9,NCBITaxon:9606,gene,23872,1.52185,40.32,60874.0
ENSG00000010030,False,ETV7,NCBITaxon:9606,gene,79,0.0022,99.80250000000001,88.0
ENSG00000010072,False,SPRTN,NCBITaxon:9606,gene,2377,0.0706,94.0575,2824.0
ENSG00000010165,False,EEF1AKNMT,NCBITaxon:9606,gene,2199,0.06125,94.5025,2450.0
ENSG00000010219,False,DYRK4,NCBITaxon:9606,gene,4485,0.138325,88.7875,5533.0
ENSG00000010244,False,ZNF207,NCBITaxon:9606,gene,24204,1.263275,39.49,50531.0
ENSG00000010256,False,UQCRC1,NCBITaxon:9606,gene,3500,0.098875,91.25,3955.0
ENSG00000010270,False,STARD3NL,NCBITaxon:9606,gene,6497,0.22455,83.7575,8982.0
ENSG00000010278,False,CD9,NCBITaxon:9606,gene,2631,0.0964,93.4225,3856.0
ENSG00000010282,False,HHATL,NCBITaxon:9606,gene,637,0.01715,98.4075,686.0
ENSG00000010292,False,NCAPD2,NCBITaxon:9606,gene,3898,0.124375,90.255,4975.0
ENSG00000010295,False,IFFO1,NCBITaxon:9606,gene,7535,0.2274,81.16250000000001,9096.0
ENSG00000010310,False,GIPR,NCBITaxon:9606,gene,269,0.007425,99.3275,297.0
ENSG00000010318,False,PHF7,NCBITaxon:9606,gene,2612,0.075425,93.47,3017.0
ENSG00000010319,False,SEMA3G,NCBITaxon:9606,gene,11,0.0003,99.9725,12.0
ENSG00000010322,False,NISCH,NCBITaxon:9606,gene,9809,0.3171,75.47749999999999,12684.0
ENSG00000010327,False,STAB1,NCBITaxon:9606,gene,16960,0.87645,57.60000000000001,35058.0
ENSG00000010361,False,FUZ,NCBITaxon:9606,gene,619,0.01595,98.4525,638.0
ENSG00000010379,False,SLC6A13,NCBITaxon:9606,gene,253,0.007125,99.36749999999999,285.0
ENSG00000010404,False,IDS,NCBITaxon:9606,gene,15464,0.568275,61.339999999999996,22731.0
ENSG00000010438,False,PRSS3,NCBITaxon:9606,gene,635,0.016975,98.41250000000001,679.0
ENSG00000010539,False,ZNF200,NCBITaxon:9606,gene,1937,0.0557,95.1575,2228.0
ENSG00000010610,False,CD4,NCBITaxon:9606,gene,17478,0.7499,56.30500000000001,29996.0
ENSG00000010626,False,LRRC23,NCBITaxon:9606,gene,3998,0.1264,90.005,5056.0
ENSG00000010671,False,BTK,NCBITaxon:9606,gene,10624,0.35545,73.44,14218.0
ENSG00000010704,False,HFE,NCBITaxon:9606,gene,1675,0.046725,95.8125,1869.0
ENSG00000010803,False,SCMH1,NCBITaxon:9606,gene,15866,0.964275,60.33500000000001,38571.0
ENSG00000010810,False,FYN,NCBITaxon:9606,gene,4779,0.38345,88.0525,15338.0
ENSG00000010818,False,HIVEP2,NCBITaxon:9606,gene,10967,0.648625,72.5825,25945.0
ENSG00000010932,False,FMO1,NCBITaxon:9606,gene,86,0.0022,99.785,88.0
ENSG00000011007,False,ELOA,NCBITaxon:9606,gene,4229,0.123775,89.42750000000001,4951.0
ENSG00000011009,False,LYPLA2,NCBITaxon:9606,gene,1958,0.052625,95.10499999999999,2105.0
ENSG00000011021,False,CLCN6,NCBITaxon:9606,gene,9595,0.3176,76.01249999999999,12704.0
ENSG00000011028,False,MRC2,NCBITaxon:9606,gene,9874,0.391775,75.315,15671.0
ENSG00000011083,False,SLC6A7,NCBITaxon:9606,gene,2014,0.053325,94.965,2133.0
ENSG00000011105,False,TSPAN9,NCBITaxon:9606,gene,1665,0.0591,95.83749999999999,2364.0
ENSG00000011114,False,BTBD7,NCBITaxon:9606,gene,22508,1.366925,43.730000000000004,54677.0
ENSG00000011132,False,APBA3,NCBITaxon:9606,gene,1478,0.038875,96.30499999999999,1555.0
ENSG00000011143,False,MKS1,NCBITaxon:9606,gene,1306,0.03595,96.735,1438.0
ENSG00000011198,False,ABHD5,NCBITaxon:9606,gene,3847,0.129725,90.3825,5189.0
ENSG00000011201,False,ANOS1,NCBITaxon:9606,gene,22123,1.598875,44.6925,63955.0
ENSG00000011243,False,AKAP8L,NCBITaxon:9606,gene,12225,0.431825,69.4375,17273.0
