gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,pval_without_sv,pval_with_sv,pval_rd_only
ENSG00000002016,FALSE,RAD52,NCBITaxon:9606,gene,7925,0.255025,80.1875,10201,0.122769953341689,0.222192225806546,0.278599282357319
ENSG00000002549,FALSE,LAP3,NCBITaxon:9606,gene,15763,0.786275,60.5925,31451,0.236880985504891,0.302929388263795,0.134620030034176
ENSG00000002586,FALSE,CD99,NCBITaxon:9606,gene,14037,0.568675,64.9075,22747,0.534409932291223,0.572208254488175,0.205000095196166
ENSG00000002587,FALSE,HS3ST1,NCBITaxon:9606,gene,3040,0.10115,92.4,4046,0.303186046672876,0.239074469802695,0.178789323314296
ENSG00000002746,FALSE,HECW1,NCBITaxon:9606,gene,7982,0.262025,80.045,10481,0.248433881877432,0.101456464198405,0.364432137765188
ENSG00000002822,FALSE,MAD1L1,NCBITaxon:9606,gene,19524,0.939825,51.19,37593,0.0537799117757465,0.0485362738992024,0.0127533573042764
ENSG00000002834,FALSE,LASP1,NCBITaxon:9606,gene,11803,0.41935,70.4925,16774,0.0381758798231867,0.117983181369566,0.00843541419557306
ENSG00000002919,FALSE,SNX11,NCBITaxon:9606,gene,3959,0.113825,90.1025,4553,0.152396560121594,0.569901137453918,0.0927317197237634
ENSG00000002933,FALSE,TMEM176A,NCBITaxon:9606,gene,2060,0.057925,94.85,2317,0.888792944713411,0.517014073869623,0.956948028308159
ENSG00000003056,FALSE,M6PR,NCBITaxon:9606,gene,10831,0.36595,72.9225,14638,0.99479304027333,0.986587213356959,0.619375287448018
ENSG00000003147,FALSE,ICA1,NCBITaxon:9606,gene,8355,0.35145,79.1125,14058,0.0309020856422581,0.10757150518469,0.00248553315865496
ENSG00000003393,FALSE,ALS2,NCBITaxon:9606,gene,7271,0.25315,81.8225,10126,0.372008148863565,0.506541424987156,0.305237897803138
ENSG00000003400,FALSE,CASP10,NCBITaxon:9606,gene,10120,0.371725,74.7,14869,0.861712055997481,0.205769267092677,0.982990530964848
ENSG00000003402,FALSE,CFLAR,NCBITaxon:9606,gene,26744,1.738825,33.14,69553,0.184338125670259,0.692313315996163,0.0752868212687529
ENSG00000003509,FALSE,NDUFAF7,NCBITaxon:9606,gene,4824,0.146175,87.94,5847,0.67805151885608,0.941429933293989,0.70424694979844
ENSG00000003756,FALSE,RBM5,NCBITaxon:9606,gene,18438,0.76665,53.905,30666,0.425498855690453,0.550519721394123,0.133685107408389
ENSG00000003987,FALSE,MTMR7,NCBITaxon:9606,gene,2484,0.070275,93.79,2811,0.0294232373427544,0.010003164891174,0.00773942262561782
ENSG00000004059,FALSE,ARF5,NCBITaxon:9606,gene,1757,0.0462,95.6075,1848,0.597050914688126,0.751103425309983,0.497193471002239
ENSG00000004139,FALSE,SARM1,NCBITaxon:9606,gene,5693,0.175325,85.7675,7013,0.570730348074102,0.207633532292087,0.646298376563274
ENSG00000004142,FALSE,POLDIP2,NCBITaxon:9606,gene,2375,0.0646,94.0625,2584,0.298342238142074,0.451747146977434,0.203603002568459
ENSG00000004399,FALSE,PLXND1,NCBITaxon:9606,gene,15263,0.629975,61.8425,25199,0.133715702064951,0.471759038884997,0.0380993711383587
ENSG00000004455,FALSE,AK2,NCBITaxon:9606,gene,8892,0.293275,77.77,11731,0.92638558630671,0.593613592923306,0.893558824155911
ENSG00000004478,FALSE,FKBP4,NCBITaxon:9606,gene,3893,0.11645,90.2675,4658,0.848088439562662,0.348678259249383,0.296435362846491
ENSG00000004487,FALSE,KDM1A,NCBITaxon:9606,gene,9923,0.36715,75.1925,14686,0.750884583079419,0.791491101126032,0.767144535789559
ENSG00000004534,FALSE,RBM6,NCBITaxon:9606,gene,31622,2.558625,20.945,102345,0.812329509002445,0.459206935442584,0.631597698810099
ENSG00000004660,FALSE,CAMKK1,NCBITaxon:9606,gene,7621,0.24785,80.9475,9914,0.959456381241228,0.839973726932948,0.932090929770997
ENSG00000004700,FALSE,RECQL,NCBITaxon:9606,gene,6963,0.230125,82.5925,9205,0.520830338676147,0.893702053845461,0.931051833309921
ENSG00000004766,FALSE,VPS50,NCBITaxon:9606,gene,17494,0.886975,56.265,35479,0.282694215887158,0.456751815280537,0.148360639505694
ENSG00000004777,FALSE,ARHGAP33,NCBITaxon:9606,gene,1357,0.035825,96.6075,1433,0.0273788573726086,0.0429825195622723,0.0192888241692531
ENSG00000004779,FALSE,NDUFAB1,NCBITaxon:9606,gene,3380,0.095325,91.55,3813,0.44992033265783,0.982599129752091,0.431836822581163
ENSG00000004799,FALSE,PDK4,NCBITaxon:9606,gene,12074,1.0156,69.815,40624,0.0732323431148478,0.036601251997999,0.026569588283573
ENSG00000004864,FALSE,SLC25A13,NCBITaxon:9606,gene,23355,1.46665,41.6125,58666,0.379542805945889,0.148442559897453,0.330479324354995
ENSG00000004866,FALSE,ST7,NCBITaxon:9606,gene,5019,0.175425,87.4525,7017,0.839870467525768,0.529644564841584,0.776894609023116
ENSG00000004897,FALSE,CDC27,NCBITaxon:9606,gene,20242,0.984,49.395,39360,0.182962278357515,0.192359088921452,0.0478085081611737
ENSG00000004948,FALSE,CALCR,NCBITaxon:9606,gene,1119,0.062925,97.2025,2517,0.571559550022484,0.948335035126756,0.824844985903894
ENSG00000004975,FALSE,DVL2,NCBITaxon:9606,gene,2125,0.056925,94.6875,2277,0.344954489718341,0.215153835943763,0.240132680358069
ENSG00000005007,FALSE,UPF1,NCBITaxon:9606,gene,8781,0.2758,78.0475,11032,0.850243666009279,0.837935277269522,0.568572463347705
ENSG00000005020,FALSE,SKAP2,NCBITaxon:9606,gene,34211,4.857625,14.4725,194305,0.292348629391185,0.345157757798232,0.284558828055063
ENSG00000005022,FALSE,SLC25A5,NCBITaxon:9606,gene,2453,0.06945,93.8675,2778,0.510024287554352,0.495786483215742,0.406611073387242
ENSG00000005059,FALSE,MCUB,NCBITaxon:9606,gene,7528,0.36905,81.18,14762,0.0149472573798053,0.0243608430344414,0.011070323083876
ENSG00000005075,FALSE,POLR2J,NCBITaxon:9606,gene,1778,0.04825,95.555,1930,0.536899351004305,0.269536580857853,0.639898020134828
ENSG00000005100,FALSE,DHX33,NCBITaxon:9606,gene,3388,0.100525,91.53,4021,0.327135141979629,0.975037589638429,0.474192710568898
ENSG00000005108,FALSE,THSD7A,NCBITaxon:9606,gene,3500,0.135225,91.25,5409,0.20299118562715,0.618723404957662,0.374666942752808
ENSG00000005156,FALSE,LIG3,NCBITaxon:9606,gene,2394,0.06605,94.015,2642,0.57408747944453,0.683764246737319,0.524177792314159
ENSG00000005175,FALSE,RPAP3,NCBITaxon:9606,gene,7309,0.244425,81.7275,9777,0.303188463800436,0.31992838061905,0.320387241433579
ENSG00000005194,FALSE,CIAPIN1,NCBITaxon:9606,gene,3343,0.098325,91.6425,3933,0.190954238359566,0.904474858934516,0.156904129969067
ENSG00000005206,FALSE,SPPL2B,NCBITaxon:9606,gene,4000,0.11135,90,4454,0.0665356077002339,0.153634044317493,0.0235014671441796
ENSG00000005238,FALSE,FAM214B,NCBITaxon:9606,gene,3490,0.097175,91.275,3887,0.706156568534055,0.86157239305358,0.53583761016144
ENSG00000005249,FALSE,PRKAR2B,NCBITaxon:9606,gene,3885,0.1167,90.2875,4668,0.475357998237033,0.231049345671948,0.290552497381615
ENSG00000005302,FALSE,MSL3,NCBITaxon:9606,gene,7552,0.23515,81.12,9406,0.883505758001,0.908844559164596,0.473807355858154
ENSG00000005339,FALSE,CREBBP,NCBITaxon:9606,gene,27084,1.6767,32.29,67068,0.407654850180247,0.498529544199506,0.210388898514358
ENSG00000005379,FALSE,TSPOAP1,NCBITaxon:9606,gene,2220,0.06,94.45,2400,0.235892385036902,0.25443723920376,0.240533770941317
ENSG00000005436,FALSE,GCFC2,NCBITaxon:9606,gene,7699,0.287075,80.7525,11483,0.175614036683913,0.390202497696895,0.14593853841402
ENSG00000005469,FALSE,CROT,NCBITaxon:9606,gene,4169,0.1456,89.5775,5824,0.0155591961942489,0.0266186253339343,0.0170047068695186
ENSG00000005471,FALSE,ABCB4,NCBITaxon:9606,gene,2676,0.097725,93.31,3909,0.0236844928586991,0.246725030130194,0.0490864855657951
ENSG00000005483,FALSE,KMT2E,NCBITaxon:9606,gene,30220,2.18455,24.45,87382,0.0299400755402063,0.0849818680416153,0.00736703533448733
ENSG00000005486,FALSE,RHBDD2,NCBITaxon:9606,gene,3113,0.0852,92.2175,3408,0.0877701708432669,0.171927169725178,0.0137526495670789
ENSG00000005700,FALSE,IBTK,NCBITaxon:9606,gene,19713,0.976925,50.7175,39077,0.218468558226928,0.722042020538527,0.0818529360485216
ENSG00000005801,FALSE,ZNF195,NCBITaxon:9606,gene,7580,0.25355,81.05,10142,0.414326744019207,0.781543584263765,0.802990761534057
ENSG00000005810,FALSE,MYCBP2,NCBITaxon:9606,gene,36111,4.70965,9.7225,188386,0.0529255229761531,0.106306314826465,0.0446239058851373
ENSG00000005812,FALSE,FBXL3,NCBITaxon:9606,gene,7847,0.25475,80.3825,10190,0.569550398376963,0.357546010202191,0.979949026101821
ENSG00000005844,FALSE,ITGAL,NCBITaxon:9606,gene,10597,0.422025,73.5075,16881,0.999899921521031,0.31376858759708,0.891059028602565
ENSG00000005882,FALSE,PDK2,NCBITaxon:9606,gene,1162,0.030675,97.095,1227,0.499919158227665,0.628917201457274,0.297695404202757
ENSG00000005884,FALSE,ITGA3,NCBITaxon:9606,gene,1174,0.032575,97.065,1303,0.130276528199268,0.315459758013061,0.0538475802706348
ENSG00000005889,FALSE,ZFX,NCBITaxon:9606,gene,17381,0.805725,56.5475,32229,0.130358167980298,0.087544057456523,0.239588887025505
ENSG00000005893,FALSE,LAMP2,NCBITaxon:9606,gene,13046,0.5002,67.385,20008,0.421624550126292,0.306678473001706,0.664612620423552
ENSG00000006007,FALSE,GDE1,NCBITaxon:9606,gene,3514,0.105275,91.215,4211,0.142211702225303,0.216902731261234,0.0322683982201739
ENSG00000006015,FALSE,REX1BD,NCBITaxon:9606,gene,5779,0.16605,85.5525,6642,0.0506545721412981,0.138152621208054,0.106346246702981
ENSG00000006025,FALSE,OSBPL7,NCBITaxon:9606,gene,2453,0.0672,93.8675,2688,0.497658518045589,0.405506340429247,0.696820045807631
ENSG00000006062,FALSE,MAP3K14,NCBITaxon:9606,gene,15793,0.662525,60.5175,26501,0.741407307919905,0.456248250267952,0.603064002067757
ENSG00000006071,FALSE,ABCC8,NCBITaxon:9606,gene,1307,0.035225,96.7325,1409,0.0691829473059296,0.0491064063938686,0.0949768806474501
ENSG00000006116,FALSE,CACNG3,NCBITaxon:9606,gene,3199,0.092625,92.0025,3705,0.115793026416671,0.0446312239143577,0.369463660922418
ENSG00000006125,FALSE,AP2B1,NCBITaxon:9606,gene,19359,0.86505,51.6025,34602,0.00391997261804387,0.0132363170445988,0.000259497720610708
ENSG00000006194,FALSE,ZNF263,NCBITaxon:9606,gene,7105,0.235875,82.2375,9435,0.397935735499058,0.329013614352682,0.220187065773955
ENSG00000006282,FALSE,SPATA20,NCBITaxon:9606,gene,2470,0.0659,93.825,2636,0.659085985884146,0.609595060175711,0.535233515281624
ENSG00000006327,FALSE,TNFRSF12A,NCBITaxon:9606,gene,1235,0.03295,96.9125,1318,0.433698918348589,0.14047682688357,0.143080912326017
ENSG00000006432,FALSE,MAP3K9,NCBITaxon:9606,gene,3807,0.12955,90.4825,5182,0.468901638838586,0.556247540118817,0.210338284555118
ENSG00000006451,FALSE,RALA,NCBITaxon:9606,gene,8220,0.35505,79.45,14202,0.703535078934614,0.542887410024799,0.301127346717579
ENSG00000006459,FALSE,KDM7A,NCBITaxon:9606,gene,17144,0.851225,57.14,34049,0.99838142893845,0.842739981214626,0.940012297848886
ENSG00000006468,FALSE,ETV1,NCBITaxon:9606,gene,1620,0.055275,95.95,2211,0.0226011670646133,0.0152293810358264,0.000385139230300881
ENSG00000006530,FALSE,AGK,NCBITaxon:9606,gene,9029,0.35385,77.4275,14154,0.118697959352079,0.434244471178911,0.0165010328953352
ENSG00000006534,FALSE,ALDH3B1,NCBITaxon:9606,gene,2639,0.073375,93.4025,2935,0.330513172332176,0.391629894698046,0.107474806352941
ENSG00000006576,FALSE,PHTF2,NCBITaxon:9606,gene,16283,0.786325,59.2925,31453,0.60337390408405,0.755775044860881,0.445052696512946
ENSG00000006607,FALSE,FARP2,NCBITaxon:9606,gene,13132,0.5526,67.17,22104,0.633755362451387,0.647022610837947,0.60668468683844
ENSG00000006625,FALSE,GGCT,NCBITaxon:9606,gene,3587,0.1068,91.0325,4272,0.717437756664164,0.7960852768682,0.52885252966737
ENSG00000006634,FALSE,DBF4,NCBITaxon:9606,gene,2684,0.0878,93.29,3512,0.529395435145543,0.330645846845075,0.5367555433899
ENSG00000006652,FALSE,IFRD1,NCBITaxon:9606,gene,10397,0.407725,74.0075,16309,0.530387955464279,0.973411331991385,0.369836754939228
ENSG00000006695,FALSE,COX10,NCBITaxon:9606,gene,9449,0.395575,76.3775,15823,0.576888658829016,0.902352471981427,0.643918971554923
ENSG00000006704,FALSE,GTF2IRD1,NCBITaxon:9606,gene,9151,0.3698,77.1225,14792,0.151193528667075,0.349875856817141,0.0470173206570383
ENSG00000006715,FALSE,VPS41,NCBITaxon:9606,gene,21312,1.11625,46.72,44650,0.159215923427534,0.294594359207123,0.161948265564884
ENSG00000006740,FALSE,ARHGAP44,NCBITaxon:9606,gene,3858,0.116225,90.355,4649,0.0933958131801892,0.024291931481427,0.0528859350805031
ENSG00000006744,FALSE,ELAC2,NCBITaxon:9606,gene,3866,0.10955,90.335,4382,0.729033247896259,0.214082303436555,0.898070722771218
ENSG00000006747,FALSE,SCIN,NCBITaxon:9606,gene,23447,2.1842,41.3825,87368,0.139127590722042,0.0183783725886151,0.0388210648681283
ENSG00000006756,FALSE,ARSD,NCBITaxon:9606,gene,2464,0.0713,93.84,2852,0.0690096305248752,0.310405007948842,0.0422077155741131
ENSG00000006831,FALSE,ADIPOR2,NCBITaxon:9606,gene,14690,0.68055,63.275,27222,0.995884674953255,0.539942326926846,0.910729988535993
ENSG00000006837,FALSE,CDKL3,NCBITaxon:9606,gene,5600,0.199225,86,7969,0.528948467527558,0.257509896008637,0.200056774336874
ENSG00000007001,FALSE,UPP2,NCBITaxon:9606,gene,3085,0.096975,92.2875,3879,0.0182683952200995,0.00354826594165679,0.0147275528419948
ENSG00000007047,FALSE,MARK4,NCBITaxon:9606,gene,7551,0.26715,81.1225,10686,0.415234857784841,0.181134038896558,0.526238962275197
ENSG00000007080,FALSE,CCDC124,NCBITaxon:9606,gene,1615,0.04295,95.9625,1718,0.0559207109659673,0.285232943721236,0.0128936873078141
ENSG00000007129,FALSE,CEACAM21,NCBITaxon:9606,gene,7807,0.3009,80.4825,12036,0.0211058806603199,0.141813960307091,0.00971072605120842
ENSG00000007168,FALSE,PAFAH1B1,NCBITaxon:9606,gene,28789,1.855525,28.0275,74221,0.500336195762078,0.444239288762912,0.675228066019439
ENSG00000007174,FALSE,DNAH9,NCBITaxon:9606,gene,1392,0.05335,96.52,2134,0.597160168141287,0.762308463909151,0.0906331475579703
ENSG00000007202,FALSE,KIAA0100,NCBITaxon:9606,gene,12076,0.427825,69.81,17113,0.768501104608122,0.564057671958732,0.87348364541995
ENSG00000007237,FALSE,GAS7,NCBITaxon:9606,gene,19940,1.474225,50.15,58969,0.0272572225628883,0.00776666209730824,0.0104325829029837
ENSG00000007255,FALSE,TRAPPC6A,NCBITaxon:9606,gene,1722,0.0467,95.695,1868,0.557428778724563,0.867399886051834,0.242934954894938
ENSG00000007264,FALSE,MATK,NCBITaxon:9606,gene,1679,0.047275,95.8025,1891,0.0814913225423744,0.0428423045370022,0.00493388723090698
ENSG00000007341,FALSE,ST7L,NCBITaxon:9606,gene,11035,0.437125,72.4125,17485,0.729383867442992,0.643717965052542,0.49865357715672
ENSG00000007392,FALSE,LUC7L,NCBITaxon:9606,gene,16891,0.664,57.7725,26560,0.59847563495274,0.856725251114451,0.820757455673866
ENSG00000007516,FALSE,BAIAP3,NCBITaxon:9606,gene,1888,0.051375,95.28,2055,0.926680363990482,0.911867034118253,0.767060628317706
ENSG00000007541,FALSE,PIGQ,NCBITaxon:9606,gene,2577,0.069125,93.5575,2765,0.0130965463495658,0.0326356176494299,0.00302467070066869
ENSG00000007545,FALSE,CRAMP1,NCBITaxon:9606,gene,8336,0.274825,79.16,10993,0.439162376965611,0.635553342353433,0.698714815085758
ENSG00000007923,FALSE,DNAJC11,NCBITaxon:9606,gene,9427,0.321975,76.4325,12879,0.312275596606365,0.986390223942232,0.11594828268749
ENSG00000007944,FALSE,MYLIP,NCBITaxon:9606,gene,4639,0.150725,88.4025,6029,0.475250154017847,0.534146133741195,0.082849545420812
ENSG00000008018,FALSE,PSMB1,NCBITaxon:9606,gene,6839,0.2093,82.9025,8372,0.00178544555378306,0.0626942717167966,0.000469295357927514
ENSG00000008056,FALSE,SYN1,NCBITaxon:9606,gene,3436,0.09555,91.41,3822,0.827374422444078,0.956874761687,0.613223834070932
ENSG00000008083,FALSE,JARID2,NCBITaxon:9606,gene,23594,1.684175,41.015,67367,0.299414372844841,0.936604066960123,0.086531888344604
ENSG00000008086,FALSE,CDKL5,NCBITaxon:9606,gene,10031,0.39805,74.9225,15922,0.0507043885436264,0.0795357569938982,0.05711066418165
ENSG00000008128,FALSE,CDK11A,NCBITaxon:9606,gene,4266,0.11925,89.335,4770,0.658894624927243,0.922552233241454,0.465089609798935
ENSG00000008130,FALSE,NADK,NCBITaxon:9606,gene,5975,0.185625,85.0625,7425,0.902259003449436,0.688344318920998,0.511002083283769
ENSG00000008226,FALSE,DLEC1,NCBITaxon:9606,gene,1593,0.051125,96.0175,2045,0.376723945104039,0.920874452744424,0.0984423714102685
ENSG00000008256,FALSE,CYTH3,NCBITaxon:9606,gene,14024,0.7079,64.94,28316,0.888202956774541,0.464353548207672,0.977797365202338
ENSG00000008277,FALSE,ADAM22,NCBITaxon:9606,gene,6074,0.19575,84.815,7830,0.338094719515305,0.1791796532714,0.095640452259071
ENSG00000008282,FALSE,SYPL1,NCBITaxon:9606,gene,4897,0.153925,87.7575,6157,0.323178789578647,0.690515604315241,0.241200561384262
ENSG00000008283,FALSE,CYB561,NCBITaxon:9606,gene,2256,0.06375,94.36,2550,0.940759773381987,0.534833678530527,0.885561705354539
ENSG00000008294,FALSE,SPAG9,NCBITaxon:9606,gene,21274,1.08995,46.815,43598,0.0536939414034399,0.111519043804478,0.0295328346023379
ENSG00000008311,FALSE,AASS,NCBITaxon:9606,gene,6791,0.248925,83.0225,9957,0.0166553547194742,0.00897030563125719,0.0104197376200416
ENSG00000008324,FALSE,SS18L2,NCBITaxon:9606,gene,1572,0.043725,96.07,1749,0.35395611433095,0.342050915745035,0.321309280762014
ENSG00000008405,FALSE,CRY1,NCBITaxon:9606,gene,4860,0.198075,87.85,7923,0.90165245285387,0.693776729037631,0.37034574366243
ENSG00000008441,FALSE,NFIX,NCBITaxon:9606,gene,5842,0.1893,85.395,7572,0.106196389046759,0.331294916843573,0.0457877389789432
ENSG00000008513,FALSE,ST3GAL1,NCBITaxon:9606,gene,18577,0.98295,53.5575,39318,0.476141007027984,0.847675386109919,0.356406670232003
ENSG00000008710,FALSE,PKD1,NCBITaxon:9606,gene,9226,0.289375,76.935,11575,0.325337123583628,0.452935280781663,0.139748857623536
ENSG00000008735,FALSE,MAPK8IP2,NCBITaxon:9606,gene,1758,0.046575,95.605,1863,0.423486843450977,0.379990882997319,0.174330918837885
ENSG00000008838,FALSE,MED24,NCBITaxon:9606,gene,5129,0.14915,87.1775,5966,0.0257524446863281,0.0172177836606062,0.0358794071426824
ENSG00000008853,FALSE,RHOBTB2,NCBITaxon:9606,gene,3840,0.108875,90.4,4355,0.207418225488965,0.373479087913878,0.211041428670986
ENSG00000008869,FALSE,HEATR5B,NCBITaxon:9606,gene,23918,1.3868,40.205,55472,0.382422325000506,0.431907514715167,0.238442597653461
ENSG00000008952,FALSE,SEC62,NCBITaxon:9606,gene,13038,0.501,67.405,20040,0.907679587140703,0.45635546479787,0.56321141777005
ENSG00000008988,FALSE,RPS20,NCBITaxon:9606,gene,10039,0.379475,74.9025,15179,0.313916990235598,0.164982890692743,0.741424478628811
ENSG00000009307,FALSE,CSDE1,NCBITaxon:9606,gene,16765,0.69795,58.0875,27918,0.545424105808761,0.42739918314247,0.811238468173105
ENSG00000009335,FALSE,UBE3C,NCBITaxon:9606,gene,24648,1.396175,38.38,55847,0.515345343244754,0.224225362822337,0.298863705248756
ENSG00000009413,FALSE,REV3L,NCBITaxon:9606,gene,21348,1.303225,46.63,52129,0.069788465755004,0.325367627586578,0.024944319714131
ENSG00000009694,FALSE,TENM1,NCBITaxon:9606,gene,1987,0.060275,95.0325,2411,0.694309115994165,0.957976137388231,0.827026311963829
ENSG00000009780,FALSE,FAM76A,NCBITaxon:9606,gene,3272,0.09695,91.82,3878,0.0892709698605479,0.180519893055893,0.0884799225303403
ENSG00000009790,FALSE,TRAF3IP3,NCBITaxon:9606,gene,13696,0.57235,65.76,22894,0.927612128842017,0.977704603724922,0.624200148121562
ENSG00000009830,FALSE,POMT2,NCBITaxon:9606,gene,2767,0.0832,93.0825,3328,0.850519573986657,0.546855381986765,0.735757024845222
ENSG00000009844,FALSE,VTA1,NCBITaxon:9606,gene,10459,0.42095,73.8525,16838,0.902026235221261,0.84907404604636,0.316714869629116
ENSG00000009950,FALSE,MLXIPL,NCBITaxon:9606,gene,15405,0.60855,61.4875,24342,0.317181323061972,0.812652754542003,0.137681729393746
ENSG00000009954,FALSE,BAZ1B,NCBITaxon:9606,gene,15633,0.626775,60.9175,25071,0.771037214168327,0.533380527610636,0.504938440337695
ENSG00000010017,FALSE,RANBP9,NCBITaxon:9606,gene,23872,1.52185,40.32,60874,0.185487581264517,0.309427756492123,0.338394824583993
ENSG00000010072,FALSE,SPRTN,NCBITaxon:9606,gene,2377,0.0706,94.0575,2824,0.21172509102708,0.47227377629026,0.244974044399039
ENSG00000010165,FALSE,EEF1AKNMT,NCBITaxon:9606,gene,2199,0.06125,94.5025,2450,0.121226107912219,0.360615763381873,0.13247152424985
ENSG00000010219,FALSE,DYRK4,NCBITaxon:9606,gene,4485,0.138325,88.7875,5533,0.551266447871411,0.402684486531435,0.61618237160135
ENSG00000010244,FALSE,ZNF207,NCBITaxon:9606,gene,24204,1.263275,39.49,50531,0.228857662293836,0.291707257031784,0.0606790148730294
ENSG00000010256,FALSE,UQCRC1,NCBITaxon:9606,gene,3500,0.098875,91.25,3955,0.169896065672541,0.274972119595443,0.0625010103097857
ENSG00000010270,FALSE,STARD3NL,NCBITaxon:9606,gene,6497,0.22455,83.7575,8982,0.37210230254708,0.386081096228837,0.320470264283554
ENSG00000010278,FALSE,CD9,NCBITaxon:9606,gene,2631,0.0964,93.4225,3856,0.000264872666463702,0.000182776778050375,0.000149228443352922
ENSG00000010292,FALSE,NCAPD2,NCBITaxon:9606,gene,3898,0.124375,90.255,4975,0.886609456807562,0.758855673033115,0.963638673453585
ENSG00000010295,FALSE,IFFO1,NCBITaxon:9606,gene,7535,0.2274,81.1625,9096,0.256560920190293,0.613362477889022,0.102227533899059
ENSG00000010318,FALSE,PHF7,NCBITaxon:9606,gene,2612,0.075425,93.47,3017,0.805508588996956,0.68094158363933,0.626306461516008
ENSG00000010322,FALSE,NISCH,NCBITaxon:9606,gene,9809,0.3171,75.4775,12684,0.885082427149907,0.951246357396432,0.815719424875934
ENSG00000010327,FALSE,STAB1,NCBITaxon:9606,gene,16960,0.87645,57.6,35058,0.427642350846085,0.356930412028769,0.230098267162604
ENSG00000010404,FALSE,IDS,NCBITaxon:9606,gene,15464,0.568275,61.34,22731,0.747804089767284,0.715171669378746,0.857096543643467
ENSG00000010539,FALSE,ZNF200,NCBITaxon:9606,gene,1937,0.0557,95.1575,2228,0.659683534200684,0.541753827829068,0.427157929895125
ENSG00000010610,FALSE,CD4,NCBITaxon:9606,gene,17478,0.7499,56.305,29996,0.157906800423342,0.62725580561083,0.0419683438399009
ENSG00000010626,FALSE,LRRC23,NCBITaxon:9606,gene,3998,0.1264,90.005,5056,0.062055054914528,0.278626782376094,0.216361998926919
ENSG00000010671,FALSE,BTK,NCBITaxon:9606,gene,10624,0.35545,73.44,14218,0.0432553961300947,0.199672026644881,0.00997577299648154
ENSG00000010704,FALSE,HFE,NCBITaxon:9606,gene,1675,0.046725,95.8125,1869,0.123883068938018,0.403000308536489,0.0996845172244542
ENSG00000010803,FALSE,SCMH1,NCBITaxon:9606,gene,15866,0.964275,60.335,38571,0.276799890564523,0.576267524317875,0.316034791836994
ENSG00000010810,FALSE,FYN,NCBITaxon:9606,gene,4779,0.38345,88.0525,15338,0.0903493595693817,0.255384064481088,0.000449938795953813
ENSG00000010818,FALSE,HIVEP2,NCBITaxon:9606,gene,10967,0.648625,72.5825,25945,0.67572854441309,0.630966673134386,0.261440030946849
ENSG00000011007,FALSE,ELOA,NCBITaxon:9606,gene,4229,0.123775,89.4275,4951,0.373721104247066,0.765681497395836,0.0938164561782005
ENSG00000011009,FALSE,LYPLA2,NCBITaxon:9606,gene,1958,0.052625,95.105,2105,0.778399210833908,0.596138164977619,0.233084195454946
