gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,pval_without_sv,pval_with_sv,pval_rd_only
ENSG00000005882,FALSE,PDK2,NCBITaxon:9606,gene,11739,0.19841735,83.2321558656744,13891,0.142829571750541,0.301489931270329,0.516860610503329
ENSG00000005884,FALSE,ITGA3,NCBITaxon:9606,gene,10441,0.2010313,85.0862032024454,14074,0.00114739742477985,0.00201299918130914,2.17384920149668e-06
ENSG00000005889,FALSE,ZFX,NCBITaxon:9606,gene,28186,0.71827906,59.7394620691626,50286,0.0682741955728194,0.0765222299134803,0.0878915184343376
ENSG00000005893,FALSE,LAMP2,NCBITaxon:9606,gene,34874,0.9223957,50.1864046051222,64576,0.0931202892055144,0.226211252854194,0.0312746531532396
ENSG00000005961,FALSE,ITGA2B,NCBITaxon:9606,gene,2464,0.03886643,96.4804525132483,2721,0.0522994814466624,0.0894010778943574,0.108299159176142
ENSG00000005981,FALSE,ASB4,NCBITaxon:9606,gene,3063,0.068405494,95.6248482337985,4789,0.0720256486926457,0.0549301595722544,0.212790131243862
ENSG00000006007,FALSE,GDE1,NCBITaxon:9606,gene,5524,0.0906312,92.109585910383,6345,0.977699499020621,0.909314875437932,0.249745394763879
ENSG00000006015,FALSE,REX1BD,NCBITaxon:9606,gene,9216,0.14992358,86.8359782313703,10496,0.00442577715251556,0.0417900676221102,0.00245137407816081
ENSG00000006016,FALSE,CRLF1,NCBITaxon:9606,gene,8245,0.17396335,88.2229427645017,12179,0.0480981338252788,0.00410406958000818,0.0299656348377431
ENSG00000006025,FALSE,OSBPL7,NCBITaxon:9606,gene,6788,0.107143365,90.3041037580883,7501,0.347139197496281,0.486082178022526,0.273400493097144
ENSG00000006042,FALSE,TMEM98,NCBITaxon:9606,gene,3189,0.05149338,95.4448713736805,3605,0.374354847581601,0.911201031228586,0.19424044031915
ENSG00000006062,FALSE,MAP3K14,NCBITaxon:9606,gene,25577,0.70369524,63.4661257838278,49265,0.192185851666792,0.299572618861342,0.25158554484354
ENSG00000006071,FALSE,ABCC8,NCBITaxon:9606,gene,16952,0.36259624,75.7859703752375,25385,0.20388918890445,0.324818276271674,0.0172851650920816
ENSG00000006116,FALSE,CACNG3,NCBITaxon:9606,gene,5622,0.087174505,91.969603908069,6103,0.376636801903361,0.510513071934902,0.839938429602557
ENSG00000006118,FALSE,TMEM132A,NCBITaxon:9606,gene,25554,0.5270751,63.4989787027382,36900,0.311443886891527,0.402646571803903,0.170764338211707
ENSG00000006125,FALSE,AP2B1,NCBITaxon:9606,gene,40609,1.1441243,41.9946006941965,80099,0.510731195333526,0.543359085693976,0.418685456348857
ENSG00000006194,FALSE,ZNF263,NCBITaxon:9606,gene,8723,0.14926653,87.5401734062763,10450,0.544568700346156,0.459812090410234,0.830610532022588
ENSG00000006210,FALSE,CX3CL1,NCBITaxon:9606,gene,3995,0.07019097,94.2935908240369,4914,0.26719441305052,0.302029595761459,0.18651766677963
ENSG00000006282,FALSE,SPATA20,NCBITaxon:9606,gene,8277,0.1308546,88.1772343555829,9161,0.938622452295887,0.620799961582015,0.819517432052215
ENSG00000006432,FALSE,MAP3K9,NCBITaxon:9606,gene,8278,0.15260895,88.1758059678042,10684,0.00110958520558669,0.00504954754381193,7.97070745158467e-05
ENSG00000006451,FALSE,RALA,NCBITaxon:9606,gene,17688,0.41114715,74.7346769701039,28784,0.767009143966437,0.684365863605146,0.516181841735443
ENSG00000006459,FALSE,KDM7A,NCBITaxon:9606,gene,20160,0.46014082,71.2037023811224,32214,0.0370087651575686,0.0616397535034907,0.0265287672011706
ENSG00000006468,FALSE,ETV1,NCBITaxon:9606,gene,31530,1.0500935,54.9629333371424,73516,0.632157151991162,0.928195629464974,0.238948894473591
ENSG00000006530,FALSE,AGK,NCBITaxon:9606,gene,21335,0.4791384,69.5253467411333,33544,0.936142856752203,0.853843197413238,0.459834598843984
ENSG00000006534,FALSE,ALDH3B1,NCBITaxon:9606,gene,1658,0.025325315,97.6317330628919,1773,0.813655033193084,0.805222639556393,0.942664477465465
ENSG00000006576,FALSE,PHTF2,NCBITaxon:9606,gene,23523,0.550115,66.4000342813067,38513,0.948274347659633,0.808342737520415,0.778399615126518
ENSG00000006607,FALSE,FARP2,NCBITaxon:9606,gene,25320,0.5753832,63.8332214429573,40282,0.0120294063876437,0.0189651019732758,0.0144014176711983
ENSG00000006611,FALSE,USH1C,NCBITaxon:9606,gene,5925,0.14669542,91.5368024111186,10270,0.484473139802806,0.647614554902927,0.0656085463291775
ENSG00000006625,FALSE,GGCT,NCBITaxon:9606,gene,7272,0.12162722,89.6127640731906,8515,0.518628651997138,0.55002858513032,0.36080735186047
ENSG00000006634,FALSE,DBF4,NCBITaxon:9606,gene,4597,0.082018025,93.433701381251,5742,0.368976467161091,0.696740489562743,0.565460700215211
ENSG00000006652,FALSE,IFRD1,NCBITaxon:9606,gene,35014,1.0810182,49.9864303161022,75681,0.0179832991648959,0.015234708351793,0.00121321341117995
ENSG00000006695,FALSE,COX10,NCBITaxon:9606,gene,21203,0.48655173,69.7138939279236,34063,0.457515485924232,0.670280955039307,0.108428308047833
ENSG00000006704,FALSE,GTF2IRD1,NCBITaxon:9606,gene,40073,1.220186,42.7602165435872,85424,0.00126833087517145,0.00252558545097566,0.000373024388673657
ENSG00000006712,FALSE,PAF1,NCBITaxon:9606,gene,3625,0.055421446,94.8220943021612,3880,0.374870571683439,0.395196541695948,0.663905606573442
ENSG00000006715,FALSE,VPS41,NCBITaxon:9606,gene,41111,1.2674513,41.277550029282,88733,0.159363423954936,0.265676410251626,0.0864069709682206
ENSG00000006740,FALSE,ARHGAP44,NCBITaxon:9606,gene,20176,0.4755817,71.180848176663,33295,0.552777658531725,0.534134663728148,0.325236970977511
ENSG00000006744,FALSE,ELAC2,NCBITaxon:9606,gene,7653,0.12384122,89.0685483295005,8670,0.0146481573183228,0.03278267754185,0.00366047958368153
ENSG00000006756,FALSE,ARSD,NCBITaxon:9606,gene,9146,0.15619421,86.9359653758803,10935,0.0280107550104954,0.102422348970644,0.00500301489543378
ENSG00000006757,FALSE,PNPLA4,NCBITaxon:9606,gene,3813,0.06322044,94.5535573997629,4426,0.100945859818144,0.0730631610250674,0.172229757464403
ENSG00000006831,FALSE,ADIPOR2,NCBITaxon:9606,gene,27013,0.6857404,61.4149609335943,48008,0.323511151333905,0.278429957945385,0.26000188105985
ENSG00000006837,FALSE,CDKL3,NCBITaxon:9606,gene,35836,1.009913,48.8122955619992,70703,0.538117826288065,0.846625851706536,0.490560707607833
ENSG00000007001,FALSE,UPP2,NCBITaxon:9606,gene,35657,1.514091,49.067976974389,106000,0.710388843455368,0.873939203421337,0.41043367148408
ENSG00000007047,FALSE,MARK4,NCBITaxon:9606,gene,31525,0.77135795,54.970075276036,54002,0.0130462012778415,0.0147644230479073,0.00881030505853552
ENSG00000007080,FALSE,CCDC124,NCBITaxon:9606,gene,4354,0.067091376,93.7807996114785,4697,0.0362913991564733,0.0329302660096154,0.00655920273660811
ENSG00000007168,FALSE,PAFAH1B1,NCBITaxon:9606,gene,55266,2.2635233,21.0587210215829,158467,0.0187857758072209,0.0356023969388698,0.00333970822961743
ENSG00000007174,FALSE,DNAH9,NCBITaxon:9606,gene,13771,0.30133268,80.3296718993272,21096,0.893827288905444,0.587558279469739,0.373836848127842
ENSG00000007202,FALSE,KIAA0100,NCBITaxon:9606,gene,17353,0.3223157,75.2131868759731,22565,0.90926692476669,0.662842651887862,0.826937026819112
ENSG00000007237,FALSE,GAS7,NCBITaxon:9606,gene,12680,0.23422703,81.8880429659044,16398,0.106827005205512,0.10508062501877,0.0107088367151419
ENSG00000007255,FALSE,TRAPPC6A,NCBITaxon:9606,gene,5334,0.084660545,92.3809795883386,5927,0.266013828624739,0.426452140996319,0.133856527677845
ENSG00000007264,FALSE,MATK,NCBITaxon:9606,gene,1703,0.024982503,97.5674556128498,1749,0.158000454708672,0.180135412419832,0.0517432802916858
ENSG00000007341,FALSE,ST7L,NCBITaxon:9606,gene,35229,0.98765874,49.6793269436787,69145,0.403876012583775,0.420855076275647,0.179234492556619
ENSG00000007372,FALSE,PAX6,NCBITaxon:9606,gene,39866,1.1531518,43.0558928137811,80731,0.746176486823981,0.909150798348849,0.450799642853762
ENSG00000007376,FALSE,RPUSD1,NCBITaxon:9606,gene,1809,0.026839407,97.4160465083061,1879,0.989475130291973,0.85473913024927,0.387413059224421
ENSG00000007384,FALSE,RHBDF1,NCBITaxon:9606,gene,5358,0.08428916,92.3466982816495,5901,0.16225823087017,0.109294045576438,0.098021175478701
ENSG00000007392,FALSE,LUC7L,NCBITaxon:9606,gene,40614,1.0649631,41.9874587553029,74557,0.196966228912452,0.386562934477344,0.0295162330486236
ENSG00000007402,FALSE,CACNA2D2,NCBITaxon:9606,gene,3622,0.057949692,94.8263794654973,4057,0.887855779241091,0.538940327527907,0.7478299267047
ENSG00000007516,FALSE,BAIAP3,NCBITaxon:9606,gene,13088,0.2528389,81.305260752189,17701,0.113621062726072,0.0989927822739076,0.206457240397868
ENSG00000007520,FALSE,TSR3,NCBITaxon:9606,gene,2589,0.039137825,96.301904040909,2740,0.233842761106866,0.38093295040064,0.523579409463385
ENSG00000007541,FALSE,PIGQ,NCBITaxon:9606,gene,12883,0.21277264,81.5980802468254,14896,0.0573847255969663,0.0497605632773976,0.0103419241475046
ENSG00000007545,FALSE,CRAMP1,NCBITaxon:9606,gene,25222,0.5263323,63.9732034452713,36848,0.0218051128538996,0.0400336220846246,0.0431570476550748
ENSG00000007866,FALSE,TEAD3,NCBITaxon:9606,gene,10797,0.18823294,84.5776971532232,13178,0.275619707709472,0.513337426265558,0.142697753098356
ENSG00000007923,FALSE,DNAJC11,NCBITaxon:9606,gene,19232,0.37198076,72.5292462397692,26042,0.0532176916696772,0.133965342379143,0.0560094945816558
ENSG00000007944,FALSE,MYLIP,NCBITaxon:9606,gene,3076,0.050922025,95.6062791926752,3565,0.505062714383533,0.617852256704499,0.568335261879025
ENSG00000008018,FALSE,PSMB1,NCBITaxon:9606,gene,14117,0.2470111,79.8354497278921,17293,0.132422970572103,0.130695845840362,0.313504173628501
ENSG00000008056,FALSE,SYN1,NCBITaxon:9606,gene,6837,0.10830036,90.2341127569312,7582,0.297086114947158,0.294381433139409,0.0812279826396796
ENSG00000008083,FALSE,JARID2,NCBITaxon:9606,gene,61648,4.7598453,11.9427502178291,333232,0.823639657175895,0.568276439514456,0.316225588238989
ENSG00000008086,FALSE,CDKL5,NCBITaxon:9606,gene,35454,1.0274822,49.357939693468,71933,0.0294848479534343,0.10618102678319,0.000776116305888836
ENSG00000008128,FALSE,CDK11A,NCBITaxon:9606,gene,11327,0.18820438,83.8206516305047,13176,0.614796087485429,0.840696663245033,0.472439967919106
ENSG00000008130,FALSE,NADK,NCBITaxon:9606,gene,14557,0.26432315,79.2069591052579,18505,0.484298027500638,0.528544630619064,0.0918382187923169
ENSG00000008226,FALSE,DLEC1,NCBITaxon:9606,gene,6870,0.11874188,90.1869759602337,8313,0.416641306673272,0.167558200690706,0.388980451756137
ENSG00000008256,FALSE,CYTH3,NCBITaxon:9606,gene,17930,0.41067576,74.389007127655,28751,0.0234813253334823,0.0803588294909906,0.00410748574210985
ENSG00000008277,FALSE,ADAM22,NCBITaxon:9606,gene,26761,0.70766616,61.7749146538302,49543,0.566168783505221,0.807824519993334,0.156801616704749
ENSG00000008282,FALSE,SYPL1,NCBITaxon:9606,gene,11625,0.21105857,83.3949920724478,14776,0.192872988215618,0.48438471830683,0.334254287871336
ENSG00000008283,FALSE,CYB561,NCBITaxon:9606,gene,3547,0.054592982,94.9335085489009,3822,0.127024978067981,0.137927340274037,0.0823553692458853
ENSG00000008294,FALSE,SPAG9,NCBITaxon:9606,gene,58549,3.0051994,16.3693239440643,210391,0.595672505416641,0.704470533314086,0.133368742122141
ENSG00000008300,FALSE,CELSR3,NCBITaxon:9606,gene,2520,0.03745233,96.4004627976403,2622,0.219895265290292,0.4042348141322,0.0143978167625196
ENSG00000008311,FALSE,AASS,NCBITaxon:9606,gene,47166,1.8093388,32.6286620291677,126670,0.00259001706981141,0.001618333914701,0.000590690497005345
ENSG00000008324,FALSE,SS18L2,NCBITaxon:9606,gene,5785,0.0941736,91.7367767001386,6593,0.986221972770971,0.698041525496872,0.962775188178338
ENSG00000008382,FALSE,MPND,NCBITaxon:9606,gene,1771,0.026210915,97.4703252438972,1835,0.994813921854515,0.909662080948784,0.836364041751487
ENSG00000008394,FALSE,MGST1,NCBITaxon:9606,gene,57702,4.092474,17.5791683926352,286510,0.417293502319266,0.309903148004966,0.296418126513059
ENSG00000008405,FALSE,CRY1,NCBITaxon:9606,gene,16729,0.39946294,76.1045008498907,27966,0.880005354307923,0.651428173418291,0.543936061792901
ENSG00000008441,FALSE,NFIX,NCBITaxon:9606,gene,46926,1.5412875,32.9714750960591,107904,0.393960259371354,0.447061474063939,0.386564292176424
ENSG00000008513,FALSE,ST3GAL1,NCBITaxon:9606,gene,32945,0.95494866,52.9417646302618,66855,0.820288633413589,0.866718231101337,0.898598221021813
ENSG00000008710,FALSE,PKD1,NCBITaxon:9606,gene,38621,0.964776,44.8342355982802,67543,0.0314774039492619,0.0365032351637244,0.00804150254047093
ENSG00000008735,FALSE,MAPK8IP2,NCBITaxon:9606,gene,7849,0.12474111,88.7885843248725,8733,0.760045541669854,0.74865551568857,0.251437566619099
ENSG00000008838,FALSE,MED24,NCBITaxon:9606,gene,16122,0.28901997,76.9715322315702,20234,0.646039892577316,0.838118418486209,0.717597808280405
ENSG00000008853,FALSE,RHOBTB2,NCBITaxon:9606,gene,13695,0.24725392,80.4382293705095,17310,0.59653299049955,0.582023139252199,0.508487504132917
ENSG00000008869,FALSE,HEATR5B,NCBITaxon:9606,gene,27930,0.65648705,60.1051293405134,45960,0.850111344154976,0.707801040947738,0.432873743212836
ENSG00000008952,FALSE,SEC62,NCBITaxon:9606,gene,32210,0.7936408,53.9916296476167,55562,0.0036769854455521,0.0113085763707211,0.000568214614243673
ENSG00000008988,FALSE,RPS20,NCBITaxon:9606,gene,15063,0.27390763,78.4841948892285,19176,0.0377727569655835,0.0340448303287219,0.0132064627461541
ENSG00000009307,FALSE,CSDE1,NCBITaxon:9606,gene,29642,0.6778271,57.6597294633547,47454,0.568182988247782,0.524343222834932,0.865752018159005
