gene	n_cell_per_gene	prct_zero	expression_mean
NDUFAB1	1196	0.188346456692913	1.56421574803149
PDK4	30	0.0047244094488189	0.0147574803149606
SLC22A16	6	0.000944881889763779	0.00382992125984252
ZMYND10	39	0.00614173228346457	0.032155905511811
ABCB5	21	0.00330708661417323	0.00812283464566929
ARX	3	0.00047244094488189	0.0013259842519685
SLC25A13	426	0.0670866141732284	0.381957480314961
ST7	228	0.0359055118110236	0.208833070866142
CDC27	1009	0.158897637795276	1.0946157480315
SLC4A1	14	0.00220472440944882	0.00385196850393701
CALCR	11	0.00173228346456693	0.00363464566929134
HCCS	286	0.0450393700787402	0.318066141732284
DVL2	580	0.0913385826771654	0.571740157480316
PRSS22	15	0.00236220472440945	0.0118330708661417
UPF1	745	0.117322834645669	0.604291338582678
SKAP2	483	0.0760629921259843	0.476675590551181
SLC25A5	3772	0.594015748031496	5.05148188976379
CCDC109B	977	0.153858267716535	1.11542677165354
HOXA11	4	0.00062992125984252	0.00165354330708661
POLR2J	1482	0.233385826771654	1.83047716535433
DHX33	312	0.0491338582677165	0.19271968503937
MEOX1	35	0.00551181102362205	0.0318110236220473
THSD7A	23	0.00362204724409449	0.0075496062992126
LIG3	470	0.0740157480314961	0.461009448818897
RPAP3	851	0.134015748031496	0.847445669291337
ACSM3	76	0.0119685039370079	0.0630866141732284
AC004381.6	122	0.0192125984251969	0.110963779527559
CIAPIN1	616	0.097007874015748	0.729064566929134
SPPL2B	816	0.128503937007874	0.783905511811024
FAM214B	231	0.0363779527559055	0.206795275590551
COPZ2	13	0.00204724409448819	0.0142377952755906
PRKAR2B	23	0.00362204724409449	0.0160062992125984
MSL3	1374	0.216377952755906	1.62394803149606
CREBBP	1905	0.3	1.514568503937
BZRAP1	856	0.134803149606299	0.789451968503936
MPO	14	0.00220472440944882	0.00757637795275591
PON1	18	0.00283464566929134	0.0144976377952756
GCFC2	462	0.072755905511811	0.450988976377953
WDR54	941	0.148188976377953	1.2502031496063
CROT	221	0.0348031496062992	0.233727559055118
ABCB4	36	0.00566929133858268	0.0199952755905512
KMT2E	5234	0.824251968503937	6.13714488188975
RHBDD2	1922	0.302677165354331	2.27962362204725
SOX8	21	0.00330708661417323	0.00457322834645669
IBTK	712	0.112125984251968	0.609925984251968
ZNF195	688	0.108346456692913	0.761823622047245
MYCBP2	2451	0.385984251968504	2.04974015748031
FBXL3	460	0.0724409448818898	0.400524409448819
ITGAL	4091	0.644251968503937	4.8755968503937
PDK2	385	0.0606299212598425	0.437381102362205
ITGA3	126	0.0198425196850394	0.0996425196850394
ZFX	1915	0.301574803149606	1.47344881889764
LAMP2	1527	0.240472440944882	1.54987086614173
GGNBP2	1925	0.303149606299213	2.19650551181102
ITGA2B	18	0.00283464566929134	0.0124125984251969
ASB4	13	0.00204724409448819	0.00425354330708661
GDE1	791	0.124566929133858	0.87508031496063
C19orf60	2189	0.344724409448819	2.88138582677166
CRLF1	36	0.00566929133858268	0.0324582677165354
OSBPL7	793	0.12488188976378	0.753800000000001
TMEM98	19	0.00299212598425197	0.0107118110236221
YBX2	8	0.00125984251968504	0.00163622047244094
MAP3K14	1029	0.162047244094488	0.818297637795276
ABCC8	12	0.00188976377952756	0.00677952755905512
CCL18	24	0.00377952755905512	0.0288141732283465
CCL3	1954	0.307716535433071	2.74670866141732
SYNRG	2031	0.319842519685039	2.0693937007874
CACNG3	6	0.000944881889763779	0.00294645669291339
TMEM132A	22	0.00346456692913386	0.0121023622047244
AP2B1	2464	0.388031496062992	2.5228062992126
TAC1	5	0.00078740157480315	0.0040503937007874
ZNF263	359	0.0565354330708661	0.320469291338583
CX3CL1	12	0.00188976377952756	0.00261417322834646
SPATA20	758	0.119370078740157	0.839543307086614
CACNA1G	21	0.00330708661417323	0.00730708661417323
TNFRSF12A	129	0.0203149606299213	0.149658267716535
DLX6	8	0.00125984251968504	0.00295905511811024
MAP3K9	253	0.0398425196850394	0.138311811023622
RALA	1317	0.20740157480315	1.46065669291339
BAIAP2L1	94	0.0148031496062992	0.0771763779527559
JHDM1D	493	0.0776377952755906	0.358795275590551
ETV1	904	0.142362204724409	0.891574803149606
AGK	1085	0.170866141732283	1.13057637795276
ALDH3B1	29	0.00456692913385827	0.00939370078740157
TTC22	286	0.0450393700787402	0.241464566929134
PHTF2	1199	0.188818897637795	1.20924566929134
FARP2	470	0.0740157480314961	0.43876062992126
USH1C	5	0.00078740157480315	0.00214488188976378
GGCT	614	0.0966929133858268	0.723650393700787
DBF4	1199	0.188818897637795	1.309
TBXA2R	47	0.00740157480314961	0.023992125984252
IFRD1	2932	0.461732283464567	3.59603779527558
LGALS14	7	0.00110236220472441	0.00697952755905512
COX10	520	0.0818897637795276	0.554549606299213
GTF2IRD1	20	0.0031496062992126	0.00834330708661417
PAF1	1669	0.262834645669291	1.92777952755906
VPS41	1429	0.22503937007874	1.34197952755906
ARHGAP44	76	0.0119685039370079	0.0444692913385827
ELAC2	1069	0.168346456692913	1.21340787401575
SCIN	19	0.00299212598425197	0.00976220472440945
ARSD	150	0.0236220472440945	0.132859842519685
PNPLA4	98	0.0154330708661417	0.0962881889763779
MYH13	13	0.00204724409448819	0.00328503937007874
ADIPOR2	827	0.130236220472441	0.736218897637795
CDKL3	334	0.0525984251968504	0.19808188976378
UPP2	8	0.00125984251968504	0.00250393700787402
PRSS21	83	0.0130708661417323	0.0902692913385827
MARK4	369	0.0581102362204724	0.236261417322835
PROM1	18	0.00283464566929134	0.0114677165354331
CCDC124	1021	0.160787401574803	1.18211338582677
CEACAM21	528	0.0831496062992126	0.54259842519685
PAFAH1B1	1363	0.214645669291339	1.46410078740158
NOS2	14	0.00220472440944882	0.00356850393700787
DNAH9	65	0.0102362204724409	0.0281984251968504
KIAA0100	1004	0.158110236220472	0.928620472440946
SLC13A2	5	0.00078740157480315	0.00105826771653543
GAS7	364	0.0573228346456693	0.269274015748032
TRAPPC6A	626	0.0985826771653543	0.802261417322835
MATK	716	0.112755905511811	0.775592125984251
CEACAM7	8	0.00125984251968504	0.00297637795275591
CD79B	491	0.0773228346456693	0.588423622047244
SCN4A	21	0.00330708661417323	0.00717952755905512
ST7L	704	0.110866141732283	0.675606299212599
TKTL1	59	0.00929133858267716	0.0681637795275591
PAX6	69	0.0108661417322835	0.0380393700787402
RPUSD1	438	0.0689763779527559	0.474492913385827
RHBDF1	19	0.00299212598425197	0.0118204724409449
LUC7L	1730	0.27244094488189	1.98510393700787
CACNA2D2	143	0.0225196850393701	0.0685685039370079
BAIAP3	111	0.0174803149606299	0.0721417322834646
TSR3	384	0.0604724409448819	0.284869291338583
PIGQ	868	0.136692913385827	0.948700787401574
CRAMP1L	308	0.048503937007874	0.219222047244094
TEAD3	22	0.00346456692913386	0.0132708661417323
SELE	10	0.0015748031496063	0.00428818897637795
DNAJC11	589	0.092755905511811	0.638502362204724
FMO3	8	0.00125984251968504	0.00278425196850394
MYLIP	965	0.151968503937008	0.917793700787401
NOX1	20	0.0031496062992126	0.00706141732283465
E2F2	211	0.0332283464566929	0.14635905511811
PSMB1	2934	0.462047244094488	3.91959370078741
SYN1	5	0.00078740157480315	0.00165196850393701
JARID2	1681	0.264724409448819	1.16350551181102
CDKL5	26	0.00409448818897638	0.0196188976377953
CAMK1G	4	0.00062992125984252	0.00134803149606299
CDK11A	2363	0.372125984251969	2.30540157480315
NADK	435	0.068503937007874	0.38707874015748
TFAP2B	6	0.000944881889763779	0.00233070866141732
TFAP2D	11	0.00173228346456693	0.0046251968503937
DLEC1	391	0.0615748031496063	0.215577952755905
CYTH3	206	0.0324409448818898	0.172811023622047
ADAM22	122	0.0192125984251969	0.0819606299212599
SYPL1	652	0.102677165354331	0.780352755905512
CYB561	266	0.0418897637795276	0.300237795275591
SPAG9	982	0.154645669291339	0.810250393700786
CELSR3	296	0.0466141732283465	0.174685039370079
AASS	130	0.0204724409448819	0.127875590551181
PLEKHG6	49	0.00771653543307087	0.0359543307086614
SS18L2	1359	0.214015748031496	1.76385196850394
MPND	81	0.012755905511811	0.078392125984252
MGST1	31	0.00488188976377953	0.0206645669291339
CRY1	681	0.107244094488189	0.689182677165355
PGLYRP1	14	0.00220472440944882	0.00881732283464567
NFIX	19	0.00299212598425197	0.0117070866141732
ST3GAL1	2635	0.41496062992126	2.86150551181102
MMP25	383	0.0603149606299213	0.191661417322835
IL32	5558	0.875275590551181	9.05708661417322
PKD1	1391	0.219055118110236	0.960740157480316
MAPK8IP2	31	0.00488188976377953	0.0116629921259843
MED24	831	0.130866141732283	0.984135433070867
RHOBTB2	290	0.0456692913385827	0.17159842519685
HEATR5B	1110	0.174803149606299	0.915603149606298
SEC62	2816	0.443464566929134	3.43435118110237
RPS20	5592	0.880629921259843	8.87413543307084
CSDE1	3426	0.539527559055118	4.01056377952755
UBE3C	841	0.13244094488189	0.630418897637795
REV3L	1176	0.185196850393701	0.946355905511811
TENM1	819	0.128976377952756	0.405502362204725
PAX7	10	0.0015748031496063	0.00293228346456693
MASP2	45	0.00708661417322835	0.0252866141732283
IYD	35	0.00551181102362205	0.00675433070866142
FAM76A	1142	0.179842519685039	1.12851653543307
TRAF3IP3	2982	0.469606299212598	3.95329291338583
POMT2	80	0.0125984251968504	0.0669338582677165
VTA1	1308	0.205984251968504	1.45452283464567
MLXIPL	6	0.000944881889763779	0.00300629921259843
BAZ1B	1124	0.177007874015748	0.770497637795276
RANBP9	944	0.148661417322835	0.891223622047244
ETV7	448	0.0705511811023622	0.49808031496063
SPRTN	508	0.08	0.498096062992126
METTL13	439	0.0691338582677165	0.491096062992127
DYRK4	264	0.0415748031496063	0.326902362204724
ZNF207	3051	0.480472440944882	3.62816377952757
UQCRC1	1917	0.301889763779528	2.65234803149607
STARD3NL	850	0.133858267716535	0.932163779527559
CD9	212	0.0333858267716535	0.263853543307087
HHATL	8	0.00125984251968504	0.00648976377952756
NCAPD2	812	0.127874015748032	0.809886614173228
IFFO1	828	0.130393700787402	0.843812598425196
GIPR	681	0.107244094488189	0.646299212598426
PHF7	152	0.0239370078740158	0.150489763779528
SEMA3G	23	0.00362204724409449	0.0121244094488189
NISCH	1368	0.215433070866142	1.29002677165354
STAB1	29	0.00456692913385827	0.0140173228346457
FUZ	321	0.0505511811023622	0.301576377952756
SLC6A13	20	0.0031496062992126	0.0190015748031496
IDS	4227	0.665669291338583	3.85762834645669
PRSS3	17	0.00267716535433071	0.012088188976378
ZNF200	365	0.0574803149606299	0.344612598425197
CD4	110	0.0173228346456693	0.0530913385826772
LRRC23	187	0.0294488188976378	0.182165354330709
BTK	42	0.00661417322834646	0.0307858267716535
HFE	70	0.0110236220472441	0.0486724409448819
SCMH1	456	0.0718110236220473	0.398792125984252
FYN	5265	0.829133858267717	6.8140803149606
HIVEP2	1452	0.228661417322835	1.15759527559055
FMO1	32	0.00503937007874016	0.00988346456692913
TCEB3	800	0.125984251968504	0.788286614173229
LYPLA2	1322	0.208188976377953	1.62213228346457
CLCN6	344	0.0541732283464567	0.304784251968504
MRC2	39	0.00614173228346457	0.0289370078740158
NME2	175	0.0275590551181102	0.166283464566929
SLC6A7	8	0.00125984251968504	0.0024236220472441
TSPAN9	13	0.00204724409448819	0.00629763779527559
BTBD7	516	0.081259842519685	0.358314960629921
APBA3	749	0.117952755905512	0.851896062992125
MKS1	165	0.0259842519685039	0.203933858267717
ABHD5	484	0.0762204724409449	0.546368503937008
KAL1	14	0.00220472440944882	0.00441259842519685
AKAP8L	354	0.055748031496063	0.386793700787401
MBTD1	288	0.0453543307086614	0.257705511811024
UTP18	934	0.147086614173228	1.04145039370079
RNF216	1701	0.267874015748032	1.57944724409449
TTC19	2084	0.328188976377953	2.34679527559055
PTBP1	2812	0.442834645669291	3.17713070866142
DPF1	27	0.00425196850393701	0.0171307086614173
SYT7	16	0.00251968503937008	0.00553543307086614
LARS2	543	0.085511811023622	0.537083464566929
PIK3C2A	804	0.126614173228346	0.674343307086614
PLAUR	132	0.0207874015748031	0.125337007874016
ANLN	266	0.0418897637795276	0.263329133858268
WIZ	267	0.0420472440944882	0.172179527559055
RABGAP1	659	0.103779527559055	0.617647244094488
DCN	23	0.00362204724409449	0.00996850393700787
QPCTL	175	0.0275590551181102	0.130448818897638
PPP5C	1365	0.21496062992126	1.38148188976378
CEP68	435	0.068503937007874	0.363592125984252
MAP4K3	358	0.0563779527559055	0.320170078740158
ZBTB32	568	0.0894488188976378	0.641885039370078
TYROBP	200	0.031496062992126	0.237031496062992
TMEM159	586	0.0922834645669291	0.444231496062992
GABRA3	7	0.00110236220472441	0.00340314960629921
BRCA1	333	0.0524409448818898	0.309636220472441
ERCC1	1217	0.191653543307087	1.48432598425197
CD22	29	0.00456692913385827	0.0180314960629921
SEMA3B	36	0.00566929133858268	0.0247574803149606
MBTPS2	243	0.0382677165354331	0.216491338582677
PRICKLE3	169	0.0266141732283465	0.148888188976378
LTF	13	0.00204724409448819	0.00861417322834646
EXTL3	303	0.0477165354330709	0.224231496062992
NR1H4	5	0.00078740157480315	0.00205354330708661
ELOVL5	2730	0.42992125984252	3.09284881889764
ALOX5	81	0.012755905511811	0.0468992125984252
KDM5D	953	0.15007874015748	0.951804724409449
CALCOCO1	1525	0.240157480314961	1.7242094488189
UBR7	795	0.125196850393701	0.857596850393702
MAP4K5	878	0.138267716535433	0.878470866141732
EHD3	110	0.0173228346456693	0.0912346456692914
PSMC4	1325	0.208661417322835	1.64829921259842
MAN2B2	1686	0.265511811023622	1.49759842519685
SLC7A14	43	0.00677165354330709	0.0099496062992126
CLDN11	231	0.0363779527559055	0.0873464566929134
SLC25A39	1355	0.213385826771654	1.73067086614173
MVP	2517	0.396377952755906	2.96261102362205
NUB1	1644	0.258897637795276	1.70477952755905
PGM3	281	0.044251968503937	0.286514960629921
RWDD2A	78	0.0122834645669291	0.0743511811023622
CLK1	4866	0.766299212598425	6.93657952755907
POLR3B	280	0.0440944881889764	0.21856062992126
ANGEL1	376	0.0592125984251969	0.376683464566929
RNF14	515	0.0811023622047244	0.571387401574804
DNASE1L1	304	0.0478740157480315	0.278609448818898
DDX11	1095	0.17244094488189	1.05918267716536
HEBP1	162	0.025511811023622	0.184289763779527
GPRC5A	21	0.00330708661417323	0.0116535433070866
MAMLD1	212	0.0333858267716535	0.199253543307086
CD6	3050	0.480314960629921	2.97240157480315
TACC3	1082	0.170393700787402	1.21347086614173
UFL1	839	0.132125984251969	0.703935433070868
POLA2	512	0.0806299212598425	0.542411023622048
ZC3H3	696	0.109606299212598	0.575916535433071
CAPN1	1738	0.273700787401575	2.05160787401575
ACPP	14	0.00220472440944882	0.00856535433070866
MDH1	1952	0.30740157480315	2.65375275590551
SLC30A9	1071	0.168661417322835	1.03529606299213
MTMR11	53	0.00834645669291339	0.0367196850393701
COX15	695	0.109448818897638	0.667300787401574
CCDC88C	2592	0.408188976377953	2.40306771653544
YAF2	1125	0.177165354330709	1.20537795275591
ZMYND11	607	0.0955905511811024	0.603814173228347
WAS	1050	0.165354330708661	0.650348031496062
DPEP1	6	0.000944881889763779	0.0060992125984252
BID	733	0.115433070866142	0.897392125984251
MATR3	4439	0.699055118110236	5.39514645669291
NPC1L1	22	0.00346456692913386	0.00788661417322835
XYLT2	921	0.14503937007874	0.767584251968503
RGPD5	3713	0.584724409448819	3.733168503937
STMN4	9	0.00141732283464567	0.00523779527559055
NUDCD3	1261	0.198582677165354	1.34799842519685
ISL1	5	0.00078740157480315	0.00264251968503937
CHDH	31	0.00488188976377953	0.00733385826771654
IL20RA	14	0.00220472440944882	0.00900157480314961
CLCA1	7	0.00110236220472441	0.00220787401574803
CLCA4	13	0.00204724409448819	0.00659685039370079
GLT8D1	560	0.0881889763779528	0.658059842519685
ATP2C1	884	0.139212598425197	0.816262992125984
SRCIN1	31	0.00488188976377953	0.0121417322834646
IGF1	51	0.00803149606299213	0.0353874015748032
SLC38A5	603	0.0949606299212598	0.687177952755906
MAGIX	40	0.0062992125984252	0.0240944881889764
RALBP1	648	0.102047244094488	0.590620472440945
RUFY3	290	0.0456692913385827	0.257133858267717
CNTN1	14	0.00220472440944882	0.00649606299212598
SLC11A1	74	0.0116535433070866	0.042236220472441
WWTR1	2074	0.326614173228346	0.570003149606299
AGPS	610	0.0960629921259843	0.388344881889764
ZNF806	5	0.00078740157480315	0.00181574803149606
CXorf56	688	0.108346456692913	0.510174803149607
ATP1A2	17	0.00267716535433071	0.00790551181102362
TTC27	381	0.06	0.397467716535433
ZNF582	78	0.0122834645669291	0.0837748031496063
VSIG2	9	0.00141732283464567	0.00371496062992126
PHLDB1	135	0.021259842519685	0.0973322834645669
MARCO	8	0.00125984251968504	0.00295748031496063
CYP24A1	16	0.00251968503937008	0.0122
PRDM11	87	0.0137007874015748	0.0476692913385827
SYT13	9	0.00141732283464567	0.00253070866141732
SNAI2	8	0.00125984251968504	0.00535748031496063
CD74	5961	0.938740157480315	10.1498299212598
HGF	18	0.00283464566929134	0.00515748031496063
ZRANB1	553	0.0870866141732283	0.354045669291338
NCDN	905	0.14251968503937	0.7106
GPR124	16	0.00251968503937008	0.00505354330708661
CCT8L1P	10	0.0015748031496063	0.00565511811023622
ZFP64	253	0.0398425196850394	0.206614173228346
MNAT1	732	0.115275590551181	0.821031496062992
SAMD4A	87	0.0137007874015748	0.0430346456692913
RUNX3	3522	0.554645669291339	2.88076692913386
MRE11A	879	0.138425196850394	0.918344881889764
PLEKHB1	218	0.0343307086614173	0.273737007874016
SERPINB1	2027	0.319212598425197	2.45110551181102
CYP3A43	11	0.00173228346456693	0.00498740157480315
SLC7A9	13	0.00204724409448819	0.0103637795275591
SPAST	449	0.0707086614173228	0.31903937007874
NRXN3	16	0.00251968503937008	0.00634015748031496
OSBPL5	213	0.0335433070866142	0.225585826771654
AQR	1324	0.208503937007874	1.07947874015748
CPS1	38	0.00598425196850394	0.0139228346456693
C8B	5	0.00078740157480315	0.00228503937007874
FHL1	48	0.00755905511811024	0.0443275590551181
RTFDC1	1850	0.291338582677165	2.30862677165354
GABRA1	5	0.00078740157480315	0.000735433070866142
NLRP2	234	0.0368503937007874	0.249776377952756
SLC45A4	126	0.0198425196850394	0.0812
RNF10	2426	0.382047244094488	2.90536692913385
ZNF839	174	0.0274015748031496	0.165700787401575
ZDHHC6	1104	0.173858267716535	1.23429606299213
GRAMD1B	314	0.0494488188976378	0.211004724409449
RNH1	1609	0.253385826771654	1.98689763779528
NDUFS1	988	0.155590551181102	0.926806299212599
RB1CC1	1602	0.252283464566929	1.48707244094488
ERP44	2152	0.338897637795276	1.8501842519685
ALAS1	668	0.105196850393701	0.745507086614173
BIRC3	3494	0.550236220472441	4.51588346456693
AKAP11	1140	0.179527559055118	0.745930708661418
GLRX2	254	0.04	0.308314960629921
SNAPC1	347	0.0546456692913386	0.280196850393701
DERA	474	0.0746456692913386	0.518803149606299
STRAP	2336	0.367874015748031	2.90656692913386
ABCC2	43	0.00677165354330709	0.0266787401574803
DEF6	2981	0.469448818897638	3.46104566929134
PLEKHO1	620	0.0976377952755906	0.575086614173229
GCLM	413	0.0650393700787402	0.327952755905512
UBR2	2521	0.397007874015748	2.08151653543307
EHD2	11	0.00173228346456693	0.00353700787401575
DEPDC1	130	0.0204724409448819	0.112404724409449
CCDC28A	887	0.139685039370079	0.975965354330708
RRAGD	26	0.00409448818897638	0.0153133858267717
HSF2	480	0.0755905511811024	0.497765354330709
PHF20	1391	0.219055118110236	1.48404251968504
HSD17B6	30	0.0047244094488189	0.0219291338582677
NR1H3	120	0.0188976377952756	0.103173228346457
TYMP	1253	0.197322834645669	1.18704094488189
NCAPH2	1044	0.164409448818898	1.30107716535433
TOMM34	439	0.0691338582677165	0.4704
SEC63	862	0.135748031496063	0.875376377952756
KPNA6	2221	0.349763779527559	1.98646771653543
VIM	4520	0.711811023622047	6.56942834645667
RTEL1-TNFRSF6B	342	0.0538582677165354	0.162390551181102
FAS	1450	0.228346456692913	1.61945196850393
RNASET2	1451	0.228503937007874	1.70117165354331
CD44	5256	0.827716535433071	7.09034173228345
KCNG1	14	0.00220472440944882	0.00542047244094488
AGPAT4	278	0.0437795275590551	0.265425196850394
SLAMF7	2924	0.460472440944882	3.4758220472441
BTN3A1	3143	0.49496062992126	3.17261889763781
MIPEP	213	0.0335433070866142	0.222247244094488
PRKCH	4800	0.755905511811024	5.88064094488188
INSRR	51	0.00803149606299213	0.0233763779527559
IFNGR1	1193	0.187874015748032	1.12793070866142
B4GALT7	379	0.0596850393700787	0.37632125984252
SH2D2A	3913	0.616220472440945	4.23339055118109
VRK2	1022	0.160944881889764	0.992532283464567
TNFRSF1B	3453	0.543779527559055	3.88845354330708
VEZT	1231	0.193858267716535	1.27074803149606
POU2F2	736	0.115905511811024	0.483039370078741
BRD9	683	0.10755905511811	0.654113385826772
SNX1	2112	0.33259842519685	2.2566062992126
TBPL1	871	0.137165354330709	1.07031496062992
ARNTL2	33	0.00519685039370079	0.0132929133858268
BCLAF1	3526	0.555275590551181	4.10157637795275
SLC39A9	1143	0.18	0.947270866141733
ANK1	37	0.00582677165354331	0.0215448818897638
TFB1M	427	0.067244094488189	0.491664566929134
RABEP1	1407	0.221574803149606	1.36044724409449
HMGB3	302	0.0475590551181102	0.276251968503937
NUP160	1015	0.159842519685039	1.05034803149606
BAK1	1558	0.245354330708661	1.77674015748032
MUSK	9	0.00141732283464567	0.00249606299212598
IKZF2	599	0.0943307086614173	0.519337007874016
GRN	676	0.106456692913386	0.766735433070866
FAM13B	1504	0.236850393700787	1.43605984251969
ARHGAP31	194	0.0305511811023622	0.133088188976378
NR2E3	19	0.00299212598425197	0.00881259842519685
CENPQ	161	0.0253543307086614	0.139807874015748
SARS	2000	0.31496062992126	2.49042519685039
RANBP3	1703	0.268188976377953	1.59685984251969
ARID4A	1751	0.275748031496063	1.66332598425197
TSSC1	761	0.119842519685039	0.850974803149606
PNPLA6	951	0.149763779527559	0.990548031496063
IFT88	242	0.0381102362204724	0.226051968503937
ALG1	457	0.0719685039370079	0.490985826771653
ZCCHC8	845	0.133070866141732	0.845582677165354
ABCF2	624	0.0982677165354331	0.649666141732283
CHPF2	754	0.118740157480315	0.504754330708661
LRRC7	283	0.0445669291338583	0.16268188976378
FUT8	1837	0.289291338582677	1.65805196850393
UBA6	1921	0.30251968503937	1.45006614173228
GAB2	159	0.0250393700787402	0.124132283464567
ATP6V0A1	123	0.0193700787401575	0.0984188976377953
PIAS1	1820	0.286614173228347	2.0034031496063
SLC4A7	1768	0.278425196850394	1.37585354330709
APBA2	475	0.0748031496062992	0.483196850393702
UHRF1	496	0.0781102362204724	0.389823622047244
MAP2K3	1959	0.308503937007874	2.25544409448819
EFCAB1	13	0.00204724409448819	0.00455433070866142
TMSB10	6069	0.955748031496063	10.1821637795276
ASTE1	581	0.091496062992126	0.582781102362204
RNF19A	4617	0.727086614173228	5.77906141732282
PEX3	546	0.0859842519685039	0.60047874015748
GABARAPL2	1974	0.310866141732283	2.64448346456693
SH3YL1	315	0.0496062992125984	0.356938582677166
FAM136A	852	0.134173228346457	0.969788976377952
VCL	449	0.0707086614173228	0.384481889763779
DEPDC1B	277	0.0436220472440945	0.258384251968504
DAPK2	791	0.124566929133858	0.826020472440944
NSMAF	1122	0.176692913385827	1.26868818897638
ADSS	1828	0.287874015748032	1.78397637795276
STAP1	86	0.0135433070866142	0.0816661417322835
TIMP2	50	0.0078740157480315	0.0330094488188976
RFC1	1471	0.231653543307087	1.59722519685039
TBC1D23	936	0.14740157480315	0.902033070866143
CUL3	1333	0.20992125984252	1.15037322834646
MYOM2	44	0.00692913385826772	0.0400456692913386
CYP46A1	34	0.00535433070866142	0.009
ZZZ3	770	0.121259842519685	0.76524094488189
SLC18A1	11	0.00173228346456693	0.00671023622047244
USP2	31	0.00488188976377953	0.0218047244094488
CASR	12	0.00188976377952756	0.00424409448818898
TUBG2	490	0.0771653543307087	0.419549606299213
RPL26L1	346	0.054488188976378	0.420516535433071
FLT4	53	0.00834645669291339	0.0383811023622047
NSUN2	1358	0.213858267716535	1.35044409448819
FBXO42	940	0.148031496062992	0.803349606299211
MFAP3	405	0.0637795275590551	0.415387401574803
MRI1	515	0.0811023622047244	0.521859842519685
METTL1	146	0.022992125984252	0.182508661417323
HOXC8	5	0.00078740157480315	0.00161417322834646
AGA	607	0.0955905511811024	0.727459842519685
PI4K2B	807	0.127086614173228	0.529379527559055
BOD1L1	1272	0.200314960629921	0.982233070866141
MAT2B	3230	0.508661417322835	3.96786771653544
TLL1	17	0.00267716535433071	0.00818740157480315
EDC4	984	0.15496062992126	1.08469921259843
TRIO	88	0.0138582677165354	0.059436220472441
VCAN	74	0.0116535433070866	0.0243811023622047
CLEC16A	1009	0.158897637795276	0.902903937007872
MSR1	41	0.00645669291338583	0.0247133858267717
CDH1	56	0.00881889763779528	0.0442062992125984
SKIV2L2	1025	0.161417322834646	0.91731653543307
DNAH5	32	0.00503937007874016	0.00654803149606299
ZFYVE16	533	0.0839370078740157	0.378324409448819
